Source_ID,Source_Name,Source_Type,GEOID,FIPS_Code,Long,Lat,zoneID,County,City,Region
gs_866,Hagen Automotive Inc,Gas station,270530260153.0,53.0,-93.4725822633,44.8578882598,27053,HENNEPIN,Eden Prairie,Metro (7 County)
gs_867,Cenex,Gas station,270859503005.0,85.0,-94.3283,44.8582,27085,MCLEOD,Hassan Valley,Central
gs_868,Cenex,Gas station,270190904012.0,19.0,-93.6639434783,44.8589478261,27019,CARVER,Laketown,Metro (7 County)
gs_869,Holiday Stationstores,Gas station,270190906011.0,19.0,-93.5339651249,44.85915395,27019,CARVER,Chanhassen,Metro (7 County)
gs_870,Holiday Stationstores,Gas station,270530260202.0,53.0,-93.4255,44.8592897959,27053,HENNEPIN,Eden Prairie,Metro (7 County)
gs_871,Arithnet Inc,Gas station,270531255003.0,53.0,-93.2923,44.8594,27053,HENNEPIN,Bloomington,Metro (7 County)
gs_872,Super America,Gas station,270530251002.0,53.0,-93.2376,44.8601,27053,HENNEPIN,Bloomington,Metro (7 County)
gs_873,Hi 5 Market,Gas station,270190904022.0,19.0,-93.6573100903,44.8603,27019,CARVER,Chaska,Metro (7 County)
gs_874,Bobby & Steve's Autoworld,Gas station,270530256033.0,53.0,-93.3289,44.8605,27053,HENNEPIN,Bloomington,Metro (7 County)
gs_875,Brown's Tire & Auto,Gas station,270190906011.0,19.0,-93.5292273035,44.8606627415,27019,CARVER,Chanhassen,Metro (7 County)
gs_876,BP,Gas station,270190906011.0,19.0,-93.5308775342,44.8607603769,27019,CARVER,Chanhassen,Metro (7 County)
gs_877,Ivan's Convenience Store Inc,Gas station,270190907012.0,19.0,-93.524221,44.861152,27019,CARVER,Chanhassen,Metro (7 County)
gs_878,Gasport BP,Gas station,270530252012.0,53.0,-93.2681010204,44.8615816327,27053,HENNEPIN,Bloomington,Metro (7 County)
gs_879,ITN Taxi & Car Svc,Gas station,270539800001.0,53.0,-93.2291,44.8619,27053,HENNEPIN,Fort Snelling,Metro (7 County)
gs_880,AMOCO Oasis Market,Gas station,270539800001.0,53.0,-93.2376,44.8622,27053,HENNEPIN,Fort Snelling,Metro (7 County)
