"","CAS","substance","obs","obsstddev","airpollutanttype","FID_5kmbuf","BUFF_DIST","summary","mod","MPCAID","site"
"1270","106-99-0","1,3-Butadiene",0.092222279,0.069251851,"airtoxics",28,5,"Mean",0.150179759158721,"270530961","270530961"
"1271","106-99-0","1,3-Butadiene",0.092222279,0.069251851,"airtoxics",28,5,"Minimum",0.0490489355124042,"270530961","270530961"
"1272","106-99-0","1,3-Butadiene",0.092222279,0.069251851,"airtoxics",28,5,"Maximum",0.378897656573203,"270530961","270530961"
"1273","107-06-2","Ethylene Dichloride",NA,NA,"airtoxics",28,5,"Mean",0.00344922021376495,"270530961","270530961"
"1274","107-06-2","Ethylene Dichloride",NA,NA,"airtoxics",28,5,"Maximum",0.00646402587056633,"270530961","270530961"
"1275","107-06-2","Ethylene Dichloride",NA,NA,"airtoxics",28,5,"Minimum",0.0028837622650216,"270530961","270530961"
"1276","108-05-4","Vinyl Acetate",0.873923351,0.710049137,"airtoxics",28,5,"Minimum",0.00191248569766013,"270530961","270530961"
"1277","108-05-4","Vinyl Acetate",0.873923351,0.710049137,"airtoxics",28,5,"Mean",0.00243168164889782,"270530961","270530961"
"1278","108-05-4","Vinyl Acetate",0.873923351,0.710049137,"airtoxics",28,5,"Maximum",0.00310327195215344,"270530961","270530961"
"1279","108-67-8","1,3,5-Trimethylbenzene",NA,NA,"airtoxics",28,5,"Maximum",0.00199828037741376,"270530961","270530961"
"1280","108-67-8","1,3,5-Trimethylbenzene",NA,NA,"airtoxics",28,5,"Minimum",0.000224911933456949,"270530961","270530961"
"1281","108-67-8","1,3,5-Trimethylbenzene",NA,NA,"airtoxics",28,5,"Mean",0.000389184977282822,"270530961","270530961"
"1282","108-88-3","Toluene",0.819681451,0.515937622,"airtoxics",28,5,"Minimum",3.50465281607846,"270530961","270530961"
"1283","108-88-3","Toluene",0.819681451,0.515937622,"airtoxics",28,5,"Mean",7.33924764251162,"270530961","270530961"
"1284","108-88-3","Toluene",0.819681451,0.515937622,"airtoxics",28,5,"Maximum",42.6613430530494,"270530961","270530961"
"1285","108-90-7","Chlorobenzene",NA,NA,"airtoxics",28,5,"Maximum",0.1932129794692,"270530961","270530961"
"1286","108-90-7","Chlorobenzene",NA,NA,"airtoxics",28,5,"Minimum",0.0311565875292239,"270530961","270530961"
"1287","108-90-7","Chlorobenzene",NA,NA,"airtoxics",28,5,"Mean",0.0941920352328761,"270530961","270530961"
"1288","110-54-3","N-Hexane",0.419445273,0.282639022,"airtoxics",28,5,"Maximum",12.4797755661454,"270530961","270530961"
"1289","110-54-3","N-Hexane",0.419445273,0.282639022,"airtoxics",28,5,"Mean",2.01843071865413,"270530961","270530961"
"1290","110-54-3","N-Hexane",0.419445273,0.282639022,"airtoxics",28,5,"Minimum",1.09484140272044,"270530961","270530961"
"1291","110-82-7","Cyclohexane",0.129540557,0.092822441,"airtoxics",28,5,"Mean",0.00779725400316159,"270530961","270530961"
"1292","110-82-7","Cyclohexane",0.129540557,0.092822441,"airtoxics",28,5,"Minimum",0.00672339801841449,"270530961","270530961"
"1293","110-82-7","Cyclohexane",0.129540557,0.092822441,"airtoxics",28,5,"Maximum",0.00936127211741786,"270530961","270530961"
"1294","120-82-1","1,2,4-Trichlorobenzene",NA,NA,"airtoxics",28,5,"Mean",0.000341422911384916,"270530961","270530961"
"1295","120-82-1","1,2,4-Trichlorobenzene",NA,NA,"airtoxics",28,5,"Minimum",0.000172248185265289,"270530961","270530961"
"1296","120-82-1","1,2,4-Trichlorobenzene",NA,NA,"airtoxics",28,5,"Maximum",0.000969640395126703,"270530961","270530961"
"1297","127-18-4","Tetrachloroethylene",NA,NA,"airtoxics",28,5,"Mean",0.0699536325539289,"270530961","270530961"
"1298","127-18-4","Tetrachloroethylene",NA,NA,"airtoxics",28,5,"Maximum",0.25880896669268,"270530961","270530961"
"1299","127-18-4","Tetrachloroethylene",NA,NA,"airtoxics",28,5,"Minimum",0.0335502606466331,"270530961","270530961"
"1300","1330-20-7","M/P Xylene",0.57874286,0.145469858,"airtoxics",28,5,"Mean",2.24104464056139,"270530961","270530961"
"1301","1330-20-7","M/P Xylene",0.57874286,0.145469858,"airtoxics",28,5,"Minimum",1.03165567514311,"270530961","270530961"
"1302","1330-20-7","M/P Xylene",0.57874286,0.145469858,"airtoxics",28,5,"Maximum",18.0713368507218,"270530961","270530961"
"1303","156-59-2","Cis-1,2-Dichloroethene",NA,NA,"airtoxics",28,5,"Mean",0.000000647914231642309,"270530961","270530961"
"1304","156-59-2","Cis-1,2-Dichloroethene",NA,NA,"airtoxics",28,5,"Maximum",0.00000127582343623089,"270530961","270530961"
"1305","156-59-2","Cis-1,2-Dichloroethene",NA,NA,"airtoxics",28,5,"Minimum",0.00000035677678056345,"270530961","270530961"
"1306","1634-04-4","Methyl Tert-Butyl Ether",NA,NA,"airtoxics",28,5,"Minimum",0.000055613170836466,"270530961","270530961"
"1307","1634-04-4","Methyl Tert-Butyl Ether",NA,NA,"airtoxics",28,5,"Maximum",0.000359023698873528,"270530961","270530961"
"1308","1634-04-4","Methyl Tert-Butyl Ether",NA,NA,"airtoxics",28,5,"Mean",0.0000843945019431919,"270530961","270530961"
"1309","50-00-0","Formaldehyde",2.441207037,0.838984068,"airtoxics",28,5,"Mean",2.17559162775432,"270530961","270530961"
"1310","50-00-0","Formaldehyde",2.441207037,0.838984068,"airtoxics",28,5,"Maximum",4.42812927388436,"270530961","270530961"
"1311","50-00-0","Formaldehyde",2.441207037,0.838984068,"airtoxics",28,5,"Minimum",1.59270726092955,"270530961","270530961"
"1312","56-23-5","Carbon Tetrachloride",0.490601964,0.075736887,"airtoxics",28,5,"Minimum",0.540182845389609,"270530961","270530961"
"1313","56-23-5","Carbon Tetrachloride",0.490601964,0.075736887,"airtoxics",28,5,"Mean",0.540321123103717,"270530961","270530961"
"1314","56-23-5","Carbon Tetrachloride",0.490601964,0.075736887,"airtoxics",28,5,"Maximum",0.540729167682175,"270530961","270530961"
"1315","67-64-1","Acetone",2.415735,0.834126128,"airtoxics",28,5,"Mean",0.355285414601196,"270530961","270530961"
"1316","67-64-1","Acetone",2.415735,0.834126128,"airtoxics",28,5,"Minimum",0.20379146539651,"270530961","270530961"
"1317","67-64-1","Acetone",2.415735,0.834126128,"airtoxics",28,5,"Maximum",0.74717138079706,"270530961","270530961"
"1318","67-66-3","Chloroform",NA,0.191993427,"airtoxics",28,5,"Minimum",0.0758509410289152,"270530961","270530961"
"1319","67-66-3","Chloroform",NA,0.191993427,"airtoxics",28,5,"Maximum",0.222462526831104,"270530961","270530961"
"1320","67-66-3","Chloroform",NA,0.191993427,"airtoxics",28,5,"Mean",0.147334287663165,"270530961","270530961"
"1321","71-43-2","Benzene",0.543894821,0.23167706,"airtoxics",28,5,"Maximum",4.34947740944557,"270530961","270530961"
"1322","71-43-2","Benzene",0.543894821,0.23167706,"airtoxics",28,5,"Mean",1.10590388889248,"270530961","270530961"
"1323","71-43-2","Benzene",0.543894821,0.23167706,"airtoxics",28,5,"Minimum",0.557331989955757,"270530961","270530961"
"1324","71-55-6","Methyl Chloroform",NA,0.027011479,"airtoxics",28,5,"Minimum",0.336977608212276,"270530961","270530961"
"1325","71-55-6","Methyl Chloroform",NA,0.027011479,"airtoxics",28,5,"Maximum",0.961336565451276,"270530961","270530961"
"1326","71-55-6","Methyl Chloroform",NA,0.027011479,"airtoxics",28,5,"Mean",0.626037470133226,"270530961","270530961"
"1327","74-83-9","Bromomethane",NA,NA,"airtoxics",28,5,"Minimum",0.115182571159111,"270530961","270530961"
"1328","74-83-9","Bromomethane",NA,NA,"airtoxics",28,5,"Mean",0.311337356951384,"270530961","270530961"
"1329","74-83-9","Bromomethane",NA,NA,"airtoxics",28,5,"Maximum",0.614864454537277,"270530961","270530961"
"1330","74-87-3","Chloromethane",1.022457593,0.145962455,"airtoxics",28,5,"Mean",1.09093340460392,"270530961","270530961"
"1331","74-87-3","Chloromethane",1.022457593,0.145962455,"airtoxics",28,5,"Minimum",1.0905026907832,"270530961","270530961"
"1332","74-87-3","Chloromethane",1.022457593,0.145962455,"airtoxics",28,5,"Maximum",1.09270269233866,"270530961","270530961"
"1333","75-00-3","Chloroethane",NA,NA,"airtoxics",28,5,"Maximum",0.00274365605042001,"270530961","270530961"
"1334","75-00-3","Chloroethane",NA,NA,"airtoxics",28,5,"Mean",0.00115008206524611,"270530961","270530961"
"1335","75-00-3","Chloroethane",NA,NA,"airtoxics",28,5,"Minimum",0.000649907354658502,"270530961","270530961"
"1336","75-01-4","Vinyl Chloride",NA,NA,"airtoxics",28,5,"Minimum",0.000980222781227003,"270530961","270530961"
"1337","75-01-4","Vinyl Chloride",NA,NA,"airtoxics",28,5,"Maximum",0.00381590111474897,"270530961","270530961"
"1338","75-01-4","Vinyl Chloride",NA,NA,"airtoxics",28,5,"Mean",0.00179788792679638,"270530961","270530961"
"1339","75-07-0","Acetaldehyde",1.678471455,0.741543305,"airtoxics",28,5,"Mean",1.91733142751226,"270530961","270530961"
"1340","75-07-0","Acetaldehyde",1.678471455,0.741543305,"airtoxics",28,5,"Minimum",1.60109807778382,"270530961","270530961"
"1341","75-07-0","Acetaldehyde",1.678471455,0.741543305,"airtoxics",28,5,"Maximum",2.75337416876996,"270530961","270530961"
"1342","75-09-2","Dichloromethane",0.306798364,0.194962836,"airtoxics",28,5,"Mean",0.0713640511148154,"270530961","270530961"
"1343","75-09-2","Dichloromethane",0.306798364,0.194962836,"airtoxics",28,5,"Minimum",0.0476142236089139,"270530961","270530961"
"1344","75-09-2","Dichloromethane",0.306798364,0.194962836,"airtoxics",28,5,"Maximum",0.0957900040155835,"270530961","270530961"
"1345","75-15-0","Carbon Disulfide",NA,0.012182472,"airtoxics",28,5,"Maximum",0.00734108697962147,"270530961","270530961"
"1346","75-15-0","Carbon Disulfide",NA,0.012182472,"airtoxics",28,5,"Mean",0.00601378442544779,"270530961","270530961"
"1347","75-15-0","Carbon Disulfide",NA,0.012182472,"airtoxics",28,5,"Minimum",0.00576046322293634,"270530961","270530961"
"1348","75-25-2","Bromoform",NA,NA,"airtoxics",28,5,"Maximum",0.0100068200058174,"270530961","270530961"
"1349","75-25-2","Bromoform",NA,NA,"airtoxics",28,5,"Minimum",0.0100010517070661,"270530961","270530961"
"1350","75-25-2","Bromoform",NA,NA,"airtoxics",28,5,"Mean",0.0100027224014036,"270530961","270530961"
"1351","75-34-3","1,1-Dichloroethane",NA,NA,"airtoxics",28,5,"Maximum",0.00173285326226491,"270530961","270530961"
"1352","75-34-3","1,1-Dichloroethane",NA,NA,"airtoxics",28,5,"Minimum",0.000405624716024455,"270530961","270530961"
"1353","75-34-3","1,1-Dichloroethane",NA,NA,"airtoxics",28,5,"Mean",0.000781793382028442,"270530961","270530961"
"1354","75-35-4","1,1-Dichloroethylene",NA,NA,"airtoxics",28,5,"Minimum",0.000483129062950227,"270530961","270530961"
"1355","75-35-4","1,1-Dichloroethylene",NA,NA,"airtoxics",28,5,"Maximum",0.00207285442650051,"270530961","270530961"
"1356","75-35-4","1,1-Dichloroethylene",NA,NA,"airtoxics",28,5,"Mean",0.000933609463874527,"270530961","270530961"
"1357","78-87-5","1,2-Dichloropropane",NA,NA,"airtoxics",28,5,"Maximum",0.00105917612218565,"270530961","270530961"
"1358","78-87-5","1,2-Dichloropropane",NA,NA,"airtoxics",28,5,"Mean",0.000629980967881315,"270530961","270530961"
"1359","78-87-5","1,2-Dichloropropane",NA,NA,"airtoxics",28,5,"Minimum",0.000142963949656405,"270530961","270530961"
"1360","78-93-3","Methyl Ethyl Ketone",0.798714468,0.551974652,"airtoxics",28,5,"Maximum",3.54820416396067,"270530961","270530961"
"1361","78-93-3","Methyl Ethyl Ketone",0.798714468,0.551974652,"airtoxics",28,5,"Mean",0.342222035695953,"270530961","270530961"
"1362","78-93-3","Methyl Ethyl Ketone",0.798714468,0.551974652,"airtoxics",28,5,"Minimum",0.177343379668163,"270530961","270530961"
"1363","79-00-5","1,1,2-Trichloroethane",NA,NA,"airtoxics",28,5,"Maximum",0.000396609576504003,"270530961","270530961"
"1364","79-00-5","1,1,2-Trichloroethane",NA,NA,"airtoxics",28,5,"Minimum",0.000390241244081491,"270530961","270530961"
"1365","79-00-5","1,1,2-Trichloroethane",NA,NA,"airtoxics",28,5,"Mean",0.000391900590941846,"270530961","270530961"
"1366","79-01-6","Trichloroethylene",NA,0.054091915,"airtoxics",28,5,"Maximum",0.0927881107458297,"270530961","270530961"
"1367","79-01-6","Trichloroethylene",NA,0.054091915,"airtoxics",28,5,"Mean",0.0553124510919503,"270530961","270530961"
"1368","79-01-6","Trichloroethylene",NA,0.054091915,"airtoxics",28,5,"Minimum",0.0373077691422914,"270530961","270530961"
"1369","79-34-5","1,1,2,2-Tetrachloroethane",NA,NA,"airtoxics",28,5,"Maximum",0.00296045475065509,"270530961","270530961"
"1370","79-34-5","1,1,2,2-Tetrachloroethane",NA,NA,"airtoxics",28,5,"Mean",0.00179692772480038,"270530961","270530961"
"1371","79-34-5","1,1,2,2-Tetrachloroethane",NA,NA,"airtoxics",28,5,"Minimum",0.00136504552692168,"270530961","270530961"
"1372","87-68-3","Hexachlorobutadiene",NA,NA,"airtoxics",28,5,"Mean",0.0000192366417158548,"270530961","270530961"
"1373","87-68-3","Hexachlorobutadiene",NA,NA,"airtoxics",28,5,"Minimum",0.0000128895784576866,"270530961","270530961"
"1374","87-68-3","Hexachlorobutadiene",NA,NA,"airtoxics",28,5,"Maximum",0.0000288063967253116,"270530961","270530961"
"1375","95-63-6","1,2,4-Trimethylbenzene",0.253590971,0.071833519,"airtoxics",28,5,"Mean",0.0124187530232345,"270530961","270530961"
"1376","95-63-6","1,2,4-Trimethylbenzene",0.253590971,0.071833519,"airtoxics",28,5,"Minimum",0.008177652923714,"270530961","270530961"
"1377","95-63-6","1,2,4-Trimethylbenzene",0.253590971,0.071833519,"airtoxics",28,5,"Maximum",0.0909312705286322,"270530961","270530961"
"1378","100-41-4","Ethylbenzene",0.303880864,0.15265637,"airtoxics",29,5,"Maximum",2.81997805038887,"270530963","270530963"
"1379","100-41-4","Ethylbenzene",0.303880864,0.15265637,"airtoxics",29,5,"Mean",0.77571689782386,"270530963","270530963"
"1380","100-41-4","Ethylbenzene",0.303880864,0.15265637,"airtoxics",29,5,"Minimum",0.419789856379868,"270530963","270530963"
"1381","100-42-5","Styrene",NA,0.087348901,"airtoxics",29,5,"Maximum",0.239562560450868,"270530963","270530963"
"1382","100-42-5","Styrene",NA,0.087348901,"airtoxics",29,5,"Mean",0.087179337823187,"270530963","270530963"
"1383","100-42-5","Styrene",NA,0.087348901,"airtoxics",29,5,"Minimum",0.0513751863042381,"270530963","270530963"
"1384","100-44-7","Benzyl Chloride",NA,NA,"airtoxics",29,5,"Mean",0.000240005249035043,"270530963","270530963"
"1385","100-44-7","Benzyl Chloride",NA,NA,"airtoxics",29,5,"Maximum",0.000580665844910899,"270530963","270530963"
"1386","100-44-7","Benzyl Chloride",NA,NA,"airtoxics",29,5,"Minimum",0.000176881674901097,"270530963","270530963"
"1387","10061-01-5","Cis-1,3-Dichloropropene",NA,NA,"airtoxics",29,5,"Minimum",0.000623082392849028,"270530963","270530963"
"1388","10061-01-5","Cis-1,3-Dichloropropene",NA,NA,"airtoxics",29,5,"Mean",0.000623082392849028,"270530963","270530963"
"1389","10061-01-5","Cis-1,3-Dichloropropene",NA,NA,"airtoxics",29,5,"Maximum",0.000623082392849028,"270530963","270530963"
"1390","106-93-4","Ethylene Dibromide",NA,NA,"airtoxics",29,5,"Mean",0.00085274900505876,"270530963","270530963"
"1391","106-93-4","Ethylene Dibromide",NA,NA,"airtoxics",29,5,"Minimum",0.000411164021289413,"270530963","270530963"
"1392","106-93-4","Ethylene Dibromide",NA,NA,"airtoxics",29,5,"Maximum",0.0031729725831097,"270530963","270530963"
"1393","106-99-0","1,3-Butadiene",0.112619762,0.078245209,"airtoxics",29,5,"Mean",0.1928781310314,"270530963","270530963"
"1394","106-99-0","1,3-Butadiene",0.112619762,0.078245209,"airtoxics",29,5,"Minimum",0.123075616738982,"270530963","270530963"
"1395","106-99-0","1,3-Butadiene",0.112619762,0.078245209,"airtoxics",29,5,"Maximum",0.337001449352548,"270530963","270530963"
"1396","107-06-2","Ethylene Dichloride",NA,NA,"airtoxics",29,5,"Maximum",0.00652768189161657,"270530963","270530963"
"1397","107-06-2","Ethylene Dichloride",NA,NA,"airtoxics",29,5,"Mean",0.00343821154492384,"270530963","270530963"
"1398","107-06-2","Ethylene Dichloride",NA,NA,"airtoxics",29,5,"Minimum",0.00280728193347746,"270530963","270530963"
"1399","108-05-4","Vinyl Acetate",0.73396591,0.578246112,"airtoxics",29,5,"Mean",0.00485648200637859,"270530963","270530963"
"1400","108-05-4","Vinyl Acetate",0.73396591,0.578246112,"airtoxics",29,5,"Maximum",0.0950583807264297,"270530963","270530963"
"1401","108-05-4","Vinyl Acetate",0.73396591,0.578246112,"airtoxics",29,5,"Minimum",0.00257549608986596,"270530963","270530963"
"1402","108-67-8","1,3,5-Trimethylbenzene",NA,NA,"airtoxics",29,5,"Mean",0.000684119387523522,"270530963","270530963"
"1403","108-67-8","1,3,5-Trimethylbenzene",NA,NA,"airtoxics",29,5,"Minimum",0.000261094390907472,"270530963","270530963"
"1404","108-67-8","1,3,5-Trimethylbenzene",NA,NA,"airtoxics",29,5,"Maximum",0.00888297750624365,"270530963","270530963"
"1405","108-88-3","Toluene",1.320381373,0.861592587,"airtoxics",29,5,"Maximum",30.6689403426351,"270530963","270530963"
"1406","108-88-3","Toluene",1.320381373,0.861592587,"airtoxics",29,5,"Mean",11.9712733042308,"270530963","270530963"
"1407","108-88-3","Toluene",1.320381373,0.861592587,"airtoxics",29,5,"Minimum",6.46905448845328,"270530963","270530963"
"1408","108-90-7","Chlorobenzene",NA,NA,"airtoxics",29,5,"Minimum",0.0958407368658293,"270530963","270530963"
"1409","108-90-7","Chlorobenzene",NA,NA,"airtoxics",29,5,"Mean",0.200936183455953,"270530963","270530963"
"1410","108-90-7","Chlorobenzene",NA,NA,"airtoxics",29,5,"Maximum",0.754202757429357,"270530963","270530963"
"1411","110-54-3","N-Hexane",0.654772745,0.624115781,"airtoxics",29,5,"Maximum",13.8921791464102,"270530963","270530963"
"1412","110-54-3","N-Hexane",0.654772745,0.624115781,"airtoxics",29,5,"Mean",3.3833145325289,"270530963","270530963"
"1413","110-54-3","N-Hexane",0.654772745,0.624115781,"airtoxics",29,5,"Minimum",1.51071697547659,"270530963","270530963"
"1414","110-82-7","Cyclohexane",0.191435217,0.174367975,"airtoxics",29,5,"Mean",0.0080289958489468,"270530963","270530963"
"1415","110-82-7","Cyclohexane",0.191435217,0.174367975,"airtoxics",29,5,"Maximum",0.0100349386683598,"270530963","270530963"
"1416","110-82-7","Cyclohexane",0.191435217,0.174367975,"airtoxics",29,5,"Minimum",0.00700263741668055,"270530963","270530963"
"1417","120-82-1","1,2,4-Trichlorobenzene",NA,NA,"airtoxics",29,5,"Minimum",0.000110350718713903,"270530963","270530963"
"1418","120-82-1","1,2,4-Trichlorobenzene",NA,NA,"airtoxics",29,5,"Mean",0.000153841811789771,"270530963","270530963"
"1419","120-82-1","1,2,4-Trichlorobenzene",NA,NA,"airtoxics",29,5,"Maximum",0.000268913100200052,"270530963","270530963"
"1420","127-18-4","Tetrachloroethylene",0.27999497,0.187601385,"airtoxics",29,5,"Mean",0.105990721500113,"270530963","270530963"
"1421","127-18-4","Tetrachloroethylene",0.27999497,0.187601385,"airtoxics",29,5,"Maximum",0.338260714640777,"270530963","270530963"
"1422","127-18-4","Tetrachloroethylene",0.27999497,0.187601385,"airtoxics",29,5,"Minimum",0.0635074507742122,"270530963","270530963"
"1423","1330-20-7","M/P Xylene",0.722974923,0.441917338,"airtoxics",29,5,"Maximum",11.4960511541969,"270530963","270530963"
"1424","1330-20-7","M/P Xylene",0.722974923,0.441917338,"airtoxics",29,5,"Mean",3.57852685963893,"270530963","270530963"
"1425","1330-20-7","M/P Xylene",0.722974923,0.441917338,"airtoxics",29,5,"Minimum",1.88378986868912,"270530963","270530963"
"1426","156-59-2","Cis-1,2-Dichloroethene",NA,NA,"airtoxics",29,5,"Maximum",0.000000888249260810881,"270530963","270530963"
"1427","156-59-2","Cis-1,2-Dichloroethene",NA,NA,"airtoxics",29,5,"Minimum",0.000000368440986164842,"270530963","270530963"
"1428","156-59-2","Cis-1,2-Dichloroethene",NA,NA,"airtoxics",29,5,"Mean",0.000000526585699587169,"270530963","270530963"
"1429","1634-04-4","Methyl Tert-Butyl Ether",NA,NA,"airtoxics",29,5,"Maximum",0.000146711657251331,"270530963","270530963"
"1430","1634-04-4","Methyl Tert-Butyl Ether",NA,NA,"airtoxics",29,5,"Mean",0.000105445617923863,"270530963","270530963"
"1431","1634-04-4","Methyl Tert-Butyl Ether",NA,NA,"airtoxics",29,5,"Minimum",0.000066837537332276,"270530963","270530963"
"1432","50-00-0","Formaldehyde",2.06605283,0.799739437,"airtoxics",29,5,"Minimum",1.93604856740595,"270530963","270530963"
"1433","50-00-0","Formaldehyde",2.06605283,0.799739437,"airtoxics",29,5,"Mean",2.34569353470475,"270530963","270530963"
"1434","50-00-0","Formaldehyde",2.06605283,0.799739437,"airtoxics",29,5,"Maximum",2.97111116299923,"270530963","270530963"
"1435","56-23-5","Carbon Tetrachloride",0.492229074,0.077899615,"airtoxics",29,5,"Maximum",0.542449987207622,"270530963","270530963"
"1436","56-23-5","Carbon Tetrachloride",0.492229074,0.077899615,"airtoxics",29,5,"Minimum",0.540199441032796,"270530963","270530963"
"1437","56-23-5","Carbon Tetrachloride",0.492229074,0.077899615,"airtoxics",29,5,"Mean",0.540550817565654,"270530963","270530963"
"1438","67-64-1","Acetone",2.842021765,1.166517443,"airtoxics",29,5,"Mean",0.348959222345599,"270530963","270530963"
"1439","67-64-1","Acetone",2.842021765,1.166517443,"airtoxics",29,5,"Minimum",0.239254997317436,"270530963","270530963"
"1440","67-64-1","Acetone",2.842021765,1.166517443,"airtoxics",29,5,"Maximum",0.538788431817074,"270530963","270530963"
"1441","67-66-3","Chloroform",0.203183212,0.533396831,"airtoxics",29,5,"Maximum",0.307658740416646,"270530963","270530963"
"1442","67-66-3","Chloroform",0.203183212,0.533396831,"airtoxics",29,5,"Minimum",0.0900638102871832,"270530963","270530963"
"1443","67-66-3","Chloroform",0.203183212,0.533396831,"airtoxics",29,5,"Mean",0.201331448258521,"270530963","270530963"
"1444","71-43-2","Benzene",0.600540943,0.278889572,"airtoxics",29,5,"Mean",1.52936499020145,"270530963","270530963"
"1445","71-43-2","Benzene",0.600540943,0.278889572,"airtoxics",29,5,"Maximum",3.52334386519932,"270530963","270530963"
"1446","71-43-2","Benzene",0.600540943,0.278889572,"airtoxics",29,5,"Minimum",0.925618611495845,"270530963","270530963"
"1447","71-55-6","Methyl Chloroform",NA,0.054650991,"airtoxics",29,5,"Minimum",0.525552523402273,"270530963","270530963"
"1448","71-55-6","Methyl Chloroform",NA,0.054650991,"airtoxics",29,5,"Mean",0.998490435496723,"270530963","270530963"
"1449","71-55-6","Methyl Chloroform",NA,0.054650991,"airtoxics",29,5,"Maximum",2.10528641879588,"270530963","270530963"
"1450","74-83-9","Bromomethane",NA,1.976914997,"airtoxics",29,5,"Mean",0.650385525425042,"270530963","270530963"
"1451","74-83-9","Bromomethane",NA,1.976914997,"airtoxics",29,5,"Minimum",0.324072429773187,"270530963","270530963"
"1452","74-83-9","Bromomethane",NA,1.976914997,"airtoxics",29,5,"Maximum",2.36162545389759,"270530963","270530963"
"1453","74-87-3","Chloromethane",0.998379434,0.122350129,"airtoxics",29,5,"Minimum",1.09043668718834,"270530963","270530963"
"1454","74-87-3","Chloromethane",0.998379434,0.122350129,"airtoxics",29,5,"Mean",1.09073947982116,"270530963","270530963"
"1455","74-87-3","Chloromethane",0.998379434,0.122350129,"airtoxics",29,5,"Maximum",1.09189915899758,"270530963","270530963"
"1456","7439-92-1","Lead",0.004744512,0.002339372,"airtoxics",29,5,"Mean",0.00558463337331341,"270530963","270530963"
"1457","7439-92-1","Lead",0.004744512,0.002339372,"airtoxics",29,5,"Maximum",0.0485192334533899,"270530963","270530963"
"1458","7439-92-1","Lead",0.004744512,0.002339372,"airtoxics",29,5,"Minimum",0.00264369405174159,"270530963","270530963"
"1459","7439-96-5","Manganese",0.014400336,0.013488524,"airtoxics",29,5,"Maximum",0.0888385517476277,"270530963","270530963"
"1460","7439-96-5","Manganese",0.014400336,0.013488524,"airtoxics",29,5,"Minimum",0.00697577193507172,"270530963","270530963"
"1461","7439-96-5","Manganese",0.014400336,0.013488524,"airtoxics",29,5,"Mean",0.0202768368894628,"270530963","270530963"
"1462","7440-02-0","Nickel",NA,NA,"airtoxics",29,5,"Minimum",0.00228173172027144,"270530963","270530963"
"1463","7440-02-0","Nickel",NA,NA,"airtoxics",29,5,"Mean",0.00770579247196087,"270530963","270530963"
"1464","7440-02-0","Nickel",NA,NA,"airtoxics",29,5,"Maximum",0.124029426103631,"270530963","270530963"
"1465","7440-36-0","Antimony",NA,NA,"airtoxics",29,5,"Maximum",0.00337011394843642,"270530963","270530963"
"1466","7440-36-0","Antimony",NA,NA,"airtoxics",29,5,"Mean",0.000659863195767989,"270530963","270530963"
"1467","7440-36-0","Antimony",NA,NA,"airtoxics",29,5,"Minimum",0.000411565753921481,"270530963","270530963"
"1468","7440-38-2","Arsenic",NA,NA,"airtoxics",29,5,"Mean",0.000502708198697945,"270530963","270530963"
"1469","7440-38-2","Arsenic",NA,NA,"airtoxics",29,5,"Maximum",0.00176208468131357,"270530963","270530963"
"1470","7440-38-2","Arsenic",NA,NA,"airtoxics",29,5,"Minimum",0.000231783949517694,"270530963","270530963"
"1471","7440-39-3","Barium",0.011256428,0.004747997,"airtoxics",29,5,"Maximum",0.000276636063063052,"270530963","270530963"
"1472","7440-39-3","Barium",0.011256428,0.004747997,"airtoxics",29,5,"Minimum",0.000114787288566731,"270530963","270530963"
"1473","7440-39-3","Barium",0.011256428,0.004747997,"airtoxics",29,5,"Mean",0.000171200978701529,"270530963","270530963"
"1474","7440-41-7","Beryllium",NA,NA,"airtoxics",29,5,"Minimum",0.0000160883189399856,"270530963","270530963"
"1475","7440-41-7","Beryllium",NA,NA,"airtoxics",29,5,"Mean",0.0000311567420529289,"270530963","270530963"
"1476","7440-41-7","Beryllium",NA,NA,"airtoxics",29,5,"Maximum",0.0000930775796855058,"270530963","270530963"
"1477","7440-43-9","Cadmium",NA,NA,"airtoxics",29,5,"Minimum",0.0000762258866563248,"270530963","270530963"
"1478","7440-43-9","Cadmium",NA,NA,"airtoxics",29,5,"Maximum",0.00126275151513837,"270530963","270530963"
"1479","7440-43-9","Cadmium",NA,NA,"airtoxics",29,5,"Mean",0.000170775806822862,"270530963","270530963"
"1480","7440-47-3","Chromium",NA,NA,"airtoxics",29,5,"Mean",0.00109724630273112,"270530963","270530963"
"1481","7440-47-3","Chromium",NA,NA,"airtoxics",29,5,"Minimum",0.000523054785916246,"270530963","270530963"
"1482","7440-47-3","Chromium",NA,NA,"airtoxics",29,5,"Maximum",0.00661328998274696,"270530963","270530963"
"1483","7440-48-4","Cobalt",NA,NA,"airtoxics",29,5,"Mean",0.000481182422697437,"270530963","270530963"
"1484","7440-48-4","Cobalt",NA,NA,"airtoxics",29,5,"Maximum",0.00718677856316372,"270530963","270530963"
"1485","7440-48-4","Cobalt",NA,NA,"airtoxics",29,5,"Minimum",0.000250242427198593,"270530963","270530963"
"1486","7440-50-8","Copper",0.054685017,0.052321344,"airtoxics",29,5,"Minimum",0.00084067239043342,"270530963","270530963"
"1487","7440-50-8","Copper",0.054685017,0.052321344,"airtoxics",29,5,"Maximum",0.020924879038102,"270530963","270530963"
