"","CAS","substance","obs","obsstddev","airpollutanttype","FID_5kmbuf","BUFF_DIST","summary","mod","MPCAID","site"
"518","10061-01-5","Cis-1,3-Dichloropropene",NA,NA,"airtoxics",10,5,"Maximum",0.000623082392849028,"270370442","270370442"
"519","10061-01-5","Cis-1,3-Dichloropropene",NA,NA,"airtoxics",10,5,"Minimum",0.000623082392849028,"270370442","270370442"
"520","106-93-4","Ethylene Dibromide",NA,NA,"airtoxics",10,5,"Mean",0.000389783958319942,"270370442","270370442"
"521","106-93-4","Ethylene Dibromide",NA,NA,"airtoxics",10,5,"Minimum",0.000218303460284128,"270370442","270370442"
"522","106-93-4","Ethylene Dibromide",NA,NA,"airtoxics",10,5,"Maximum",0.00539609265978958,"270370442","270370442"
"523","106-99-0","1,3-Butadiene",0.062782134,0.011978287,"airtoxics",10,5,"Maximum",0.460943836686496,"270370442","270370442"
"524","106-99-0","1,3-Butadiene",0.062782134,0.011978287,"airtoxics",10,5,"Minimum",0.0156759377430622,"270370442","270370442"
"525","106-99-0","1,3-Butadiene",0.062782134,0.011978287,"airtoxics",10,5,"Mean",0.0481561550474284,"270370442","270370442"
"526","107-06-2","Ethylene Dichloride",NA,NA,"airtoxics",10,5,"Maximum",0.00980292849966263,"270370442","270370442"
"527","107-06-2","Ethylene Dichloride",NA,NA,"airtoxics",10,5,"Minimum",0.0029842169437929,"270370442","270370442"
"528","107-06-2","Ethylene Dichloride",NA,NA,"airtoxics",10,5,"Mean",0.00535565296466191,"270370442","270370442"
"529","108-05-4","Vinyl Acetate",0.537357926,0.264200321,"airtoxics",10,5,"Mean",0.00294106381612008,"270370442","270370442"
"530","108-05-4","Vinyl Acetate",0.537357926,0.264200321,"airtoxics",10,5,"Minimum",0.00124017149041731,"270370442","270370442"
"531","108-05-4","Vinyl Acetate",0.537357926,0.264200321,"airtoxics",10,5,"Maximum",0.00617518926164962,"270370442","270370442"
"532","108-67-8","1,3,5-Trimethylbenzene",NA,NA,"airtoxics",10,5,"Mean",0.000368105871478369,"270370442","270370442"
"533","108-67-8","1,3,5-Trimethylbenzene",NA,NA,"airtoxics",10,5,"Maximum",0.000664290712496946,"270370442","270370442"
"534","108-67-8","1,3,5-Trimethylbenzene",NA,NA,"airtoxics",10,5,"Minimum",0.000140959684781467,"270370442","270370442"
"535","108-88-3","Toluene",0.507178483,0.392784514,"airtoxics",10,5,"Minimum",0.862346520030737,"270370442","270370442"
"536","108-88-3","Toluene",0.507178483,0.392784514,"airtoxics",10,5,"Mean",1.72103384085587,"270370442","270370442"
"537","108-88-3","Toluene",0.507178483,0.392784514,"airtoxics",10,5,"Maximum",2.54890068714345,"270370442","270370442"
"538","108-90-7","Chlorobenzene",NA,NA,"airtoxics",10,5,"Minimum",0.00249972313148274,"270370442","270370442"
"539","108-90-7","Chlorobenzene",NA,NA,"airtoxics",10,5,"Mean",0.00864188363228638,"270370442","270370442"
"540","108-90-7","Chlorobenzene",NA,NA,"airtoxics",10,5,"Maximum",0.022651306766788,"270370442","270370442"
"541","110-54-3","N-Hexane",0.303331713,0.275508775,"airtoxics",10,5,"Mean",0.731871711627122,"270370442","270370442"
"542","110-54-3","N-Hexane",0.303331713,0.275508775,"airtoxics",10,5,"Minimum",0.279768908688241,"270370442","270370442"
"543","110-54-3","N-Hexane",0.303331713,0.275508775,"airtoxics",10,5,"Maximum",1.24532138589237,"270370442","270370442"
"544","110-82-7","Cyclohexane",0.097397112,0.098380073,"airtoxics",10,5,"Maximum",0.0559813456689006,"270370442","270370442"
"545","110-82-7","Cyclohexane",0.097397112,0.098380073,"airtoxics",10,5,"Minimum",0.00435927225882654,"270370442","270370442"
"546","110-82-7","Cyclohexane",0.097397112,0.098380073,"airtoxics",10,5,"Mean",0.0163553267434396,"270370442","270370442"
"547","120-82-1","1,2,4-Trichlorobenzene",NA,NA,"airtoxics",10,5,"Maximum",0.000174894100962053,"270370442","270370442"
"548","120-82-1","1,2,4-Trichlorobenzene",NA,NA,"airtoxics",10,5,"Mean",0.000141738820129371,"270370442","270370442"
"549","120-82-1","1,2,4-Trichlorobenzene",NA,NA,"airtoxics",10,5,"Minimum",0.0000958480005932572,"270370442","270370442"
"550","127-18-4","Tetrachloroethylene",NA,0.121393295,"airtoxics",10,5,"Maximum",0.122422461250348,"270370442","270370442"
"551","127-18-4","Tetrachloroethylene",NA,0.121393295,"airtoxics",10,5,"Mean",0.0395830872117936,"270370442","270370442"
"552","127-18-4","Tetrachloroethylene",NA,0.121393295,"airtoxics",10,5,"Minimum",0.00530027218912577,"270370442","270370442"
"553","1330-20-7","M/P Xylene",NA,NA,"airtoxics",10,5,"Maximum",1.34036979608938,"270370442","270370442"
"554","1330-20-7","M/P Xylene",NA,NA,"airtoxics",10,5,"Minimum",0.246718600247851,"270370442","270370442"
"555","1330-20-7","M/P Xylene",NA,NA,"airtoxics",10,5,"Mean",0.709800258956918,"270370442","270370442"
"556","156-59-2","Cis-1,2-Dichloroethene",NA,NA,"airtoxics",10,5,"Maximum",0.00000042251720344666,"270370442","270370442"
"557","156-59-2","Cis-1,2-Dichloroethene",NA,NA,"airtoxics",10,5,"Mean",0.000000316142226823617,"270370442","270370442"
"558","156-59-2","Cis-1,2-Dichloroethene",NA,NA,"airtoxics",10,5,"Minimum",0.000000210853819737622,"270370442","270370442"
"559","1634-04-4","Methyl Tert-Butyl Ether",NA,NA,"airtoxics",10,5,"Minimum",0.0000322584330114672,"270370442","270370442"
"560","1634-04-4","Methyl Tert-Butyl Ether",NA,NA,"airtoxics",10,5,"Maximum",0.000503633941329795,"270370442","270370442"
"561","1634-04-4","Methyl Tert-Butyl Ether",NA,NA,"airtoxics",10,5,"Mean",0.000118760688548808,"270370442","270370442"
"562","50-00-0","Formaldehyde",1.8273325,2.31799125,"airtoxics",10,5,"Maximum",3.97542717321929,"270370442","270370442"
"563","50-00-0","Formaldehyde",1.8273325,2.31799125,"airtoxics",10,5,"Mean",1.34664533768449,"270370442","270370442"
"564","50-00-0","Formaldehyde",1.8273325,2.31799125,"airtoxics",10,5,"Minimum",1.04413079253358,"270370442","270370442"
"565","56-23-5","Carbon Tetrachloride",0.49118,0.075956691,"airtoxics",10,5,"Mean",0.540116477653349,"270370442","270370442"
"566","56-23-5","Carbon Tetrachloride",0.49118,0.075956691,"airtoxics",10,5,"Minimum",0.54002851335304,"270370442","270370442"
"567","56-23-5","Carbon Tetrachloride",0.49118,0.075956691,"airtoxics",10,5,"Maximum",0.540830927776611,"270370442","270370442"
"568","67-64-1","Acetone",2.40202,1.080439242,"airtoxics",10,5,"Mean",0.124570462509416,"270370442","270370442"
"569","67-64-1","Acetone",2.40202,1.080439242,"airtoxics",10,5,"Maximum",0.22602523520359,"270370442","270370442"
"570","67-64-1","Acetone",2.40202,1.080439242,"airtoxics",10,5,"Minimum",0.0763041618169457,"270370442","270370442"
"571","67-66-3","Chloroform",0.171699106,0.533554952,"airtoxics",10,5,"Mean",0.0214555560354546,"270370442","270370442"
"572","67-66-3","Chloroform",0.171699106,0.533554952,"airtoxics",10,5,"Maximum",0.0352766371164415,"270370442","270370442"
"573","67-66-3","Chloroform",0.171699106,0.533554952,"airtoxics",10,5,"Minimum",0.00546239706898143,"270370442","270370442"
"574","71-43-2","Benzene",0.397534909,0.148975333,"airtoxics",10,5,"Mean",0.378327773116844,"270370442","270370442"
"575","71-43-2","Benzene",0.397534909,0.148975333,"airtoxics",10,5,"Minimum",0.129964269529122,"270370442","270370442"
"576","71-43-2","Benzene",0.397534909,0.148975333,"airtoxics",10,5,"Maximum",2.13999519074658,"270370442","270370442"
"577","71-55-6","Methyl Chloroform",NA,0.06002,"airtoxics",10,5,"Maximum",0.19387251837065,"270370442","270370442"
"578","71-55-6","Methyl Chloroform",NA,0.06002,"airtoxics",10,5,"Mean",0.144669794616272,"270370442","270370442"
"579","71-55-6","Methyl Chloroform",NA,0.06002,"airtoxics",10,5,"Minimum",0.0818363923285282,"270370442","270370442"
"580","74-83-9","Bromomethane",NA,NA,"airtoxics",10,5,"Minimum",0.0267937800485906,"270370442","270370442"
"581","74-83-9","Bromomethane",NA,NA,"airtoxics",10,5,"Maximum",0.0504692092314052,"270370442","270370442"
"582","74-83-9","Bromomethane",NA,NA,"airtoxics",10,5,"Mean",0.0367892734569563,"270370442","270370442"
"583","74-87-3","Chloromethane",1.091872778,0.190701207,"airtoxics",10,5,"Maximum",1.23144684113249,"270370442","270370442"
"584","74-87-3","Chloromethane",1.091872778,0.190701207,"airtoxics",10,5,"Minimum",1.09066649913191,"270370442","270370442"
"585","74-87-3","Chloromethane",1.091872778,0.190701207,"airtoxics",10,5,"Mean",1.10022346027514,"270370442","270370442"
"586","7446-09-5","SulfurDioxide",0.0627196779146114,0.21573472757422,"criteria",10,5,"Mean",2.86280607495417,"270370442","270370442"
"587","7446-09-5","SulfurDioxide",0.0627196779146114,0.21573472757422,"criteria",10,5,"Maximum",10.8997612046849,"270370442","270370442"
"588","7446-09-5","SulfurDioxide",0.0627196779146114,0.21573472757422,"criteria",10,5,"Minimum",1.1786340793356,"270370442","270370442"
"589","75-00-3","Chloroethane",NA,NA,"airtoxics",10,5,"Maximum",0.0194135094432266,"270370442","270370442"
"590","75-00-3","Chloroethane",NA,NA,"airtoxics",10,5,"Mean",0.00447448824516578,"270370442","270370442"
"591","75-00-3","Chloroethane",NA,NA,"airtoxics",10,5,"Minimum",0.000755415055367245,"270370442","270370442"
"592","75-01-4","Vinyl Chloride",NA,NA,"airtoxics",10,5,"Minimum",0.00138145107076492,"270370442","270370442"
"593","75-01-4","Vinyl Chloride",NA,NA,"airtoxics",10,5,"Maximum",0.0405148439819121,"270370442","270370442"
"594","75-01-4","Vinyl Chloride",NA,NA,"airtoxics",10,5,"Mean",0.00914309231988889,"270370442","270370442"
"595","75-07-0","Acetaldehyde",1.355564561,0.658507265,"airtoxics",10,5,"Maximum",5.31984938446054,"270370442","270370442"
"596","75-07-0","Acetaldehyde",1.355564561,0.658507265,"airtoxics",10,5,"Minimum",1.2951631571685,"270370442","270370442"
"597","75-07-0","Acetaldehyde",1.355564561,0.658507265,"airtoxics",10,5,"Mean",1.4707368054917,"270370442","270370442"
"598","75-09-2","Dichloromethane",0.247625,0.082987743,"airtoxics",10,5,"Minimum",0.00856719156118935,"270370442","270370442"
"599","75-09-2","Dichloromethane",0.247625,0.082987743,"airtoxics",10,5,"Maximum",0.153237510654968,"270370442","270370442"
"600","75-09-2","Dichloromethane",0.247625,0.082987743,"airtoxics",10,5,"Mean",0.0449537113605096,"270370442","270370442"
"601","75-15-0","Carbon Disulfide",0.049486645,0.025559437,"airtoxics",10,5,"Maximum",0.0215535798063477,"270370442","270370442"
"602","75-15-0","Carbon Disulfide",0.049486645,0.025559437,"airtoxics",10,5,"Minimum",0.00590475448531259,"270370442","270370442"
"603","75-15-0","Carbon Disulfide",0.049486645,0.025559437,"airtoxics",10,5,"Mean",0.00996889343186423,"270370442","270370442"
"604","75-25-2","Bromoform",NA,NA,"airtoxics",10,5,"Minimum",0.0100006063826807,"270370442","270370442"
"605","75-25-2","Bromoform",NA,NA,"airtoxics",10,5,"Mean",0.0100011003335131,"270370442","270370442"
"606","75-25-2","Bromoform",NA,NA,"airtoxics",10,5,"Maximum",0.0100014120250482,"270370442","270370442"
"607","75-34-3","1,1-Dichloroethane",NA,NA,"airtoxics",10,5,"Minimum",0.000643118473705462,"270370442","270370442"
"608","75-34-3","1,1-Dichloroethane",NA,NA,"airtoxics",10,5,"Maximum",0.0189761554853323,"270370442","270370442"
"609","75-34-3","1,1-Dichloroethane",NA,NA,"airtoxics",10,5,"Mean",0.00427107957627015,"270370442","270370442"
"610","75-35-4","1,1-Dichloroethylene",NA,NA,"airtoxics",10,5,"Minimum",0.000760029212973551,"270370442","270370442"
"611","75-35-4","1,1-Dichloroethylene",NA,NA,"airtoxics",10,5,"Mean",0.00505213816606803,"270370442","270370442"
"612","75-35-4","1,1-Dichloroethylene",NA,NA,"airtoxics",10,5,"Maximum",0.0224479536807138,"270370442","270370442"
"613","78-87-5","1,2-Dichloropropane",NA,NA,"airtoxics",10,5,"Minimum",0.000433126050594743,"270370442","270370442"
"614","78-87-5","1,2-Dichloropropane",NA,NA,"airtoxics",10,5,"Mean",0.00120812352959891,"270370442","270370442"
"615","78-87-5","1,2-Dichloropropane",NA,NA,"airtoxics",10,5,"Maximum",0.00431473701559448,"270370442","270370442"
"616","78-93-3","Methyl Ethyl Ketone",0.718762652,0.35213825,"airtoxics",10,5,"Maximum",0.185640722682016,"270370442","270370442"
"617","78-93-3","Methyl Ethyl Ketone",0.718762652,0.35213825,"airtoxics",10,5,"Minimum",0.033115907677614,"270370442","270370442"
"618","78-93-3","Methyl Ethyl Ketone",0.718762652,0.35213825,"airtoxics",10,5,"Mean",0.109084441208656,"270370442","270370442"
"619","79-00-5","1,1,2-Trichloroethane",NA,NA,"airtoxics",10,5,"Minimum",0.000388126884637935,"270370442","270370442"
"620","79-00-5","1,1,2-Trichloroethane",NA,NA,"airtoxics",10,5,"Maximum",0.000390543104637084,"270370442","270370442"
"621","79-00-5","1,1,2-Trichloroethane",NA,NA,"airtoxics",10,5,"Mean",0.000389641801149123,"270370442","270370442"
"622","79-01-6","Trichloroethylene",NA,NA,"airtoxics",10,5,"Mean",0.0399852264397415,"270370442","270370442"
"623","79-01-6","Trichloroethylene",NA,NA,"airtoxics",10,5,"Minimum",0.0189419874406078,"270370442","270370442"
"624","79-01-6","Trichloroethylene",NA,NA,"airtoxics",10,5,"Maximum",0.105486384102915,"270370442","270370442"
"625","79-34-5","1,1,2,2-Tetrachloroethane",NA,NA,"airtoxics",10,5,"Minimum",0.00157633265881733,"270370442","270370442"
"626","79-34-5","1,1,2,2-Tetrachloroethane",NA,NA,"airtoxics",10,5,"Maximum",0.0217780178638145,"270370442","270370442"
"627","79-34-5","1,1,2,2-Tetrachloroethane",NA,NA,"airtoxics",10,5,"Mean",0.00558138261794178,"270370442","270370442"
"628","87-68-3","Hexachlorobutadiene",NA,NA,"airtoxics",10,5,"Maximum",0.0000269265700445498,"270370442","270370442"
"629","87-68-3","Hexachlorobutadiene",NA,NA,"airtoxics",10,5,"Minimum",0.0000136739973484179,"270370442","270370442"
"630","87-68-3","Hexachlorobutadiene",NA,NA,"airtoxics",10,5,"Mean",0.0000190932496639529,"270370442","270370442"
"631","95-63-6","1,2,4-Trimethylbenzene",NA,NA,"airtoxics",10,5,"Minimum",0.00746271381294025,"270370442","270370442"
"632","95-63-6","1,2,4-Trimethylbenzene",NA,NA,"airtoxics",10,5,"Maximum",0.210627164607094,"270370442","270370442"
"633","95-63-6","1,2,4-Trimethylbenzene",NA,NA,"airtoxics",10,5,"Mean",0.0469288473150887,"270370442","270370442"
"634","100-41-4","Ethylbenzene",NA,NA,"airtoxics",11,5,"Mean",0.254708083603959,"270370443","270370443"
"635","100-41-4","Ethylbenzene",NA,NA,"airtoxics",11,5,"Minimum",0.071693085594573,"270370443","270370443"
"636","100-41-4","Ethylbenzene",NA,NA,"airtoxics",11,5,"Maximum",0.699200090567462,"270370443","270370443"
"637","100-42-5","Styrene",NA,NA,"airtoxics",11,5,"Mean",0.0273582659668941,"270370443","270370443"
"638","100-42-5","Styrene",NA,NA,"airtoxics",11,5,"Minimum",0.0128608185888785,"270370443","270370443"
"639","100-42-5","Styrene",NA,NA,"airtoxics",11,5,"Maximum",0.200011926882853,"270370443","270370443"
"640","100-44-7","Benzyl Chloride",NA,NA,"airtoxics",11,5,"Minimum",0.000148618022366431,"270370443","270370443"
"641","100-44-7","Benzyl Chloride",NA,NA,"airtoxics",11,5,"Mean",0.000160295653837203,"270370443","270370443"
"642","100-44-7","Benzyl Chloride",NA,NA,"airtoxics",11,5,"Maximum",0.000174720223609232,"270370443","270370443"
"643","10061-01-5","Cis-1,3-Dichloropropene",NA,NA,"airtoxics",11,5,"Minimum",0.000623082392849028,"270370443","270370443"
"644","10061-01-5","Cis-1,3-Dichloropropene",NA,NA,"airtoxics",11,5,"Mean",0.000623082392849028,"270370443","270370443"
"645","10061-01-5","Cis-1,3-Dichloropropene",NA,NA,"airtoxics",11,5,"Maximum",0.000623082392849028,"270370443","270370443"
"646","106-93-4","Ethylene Dibromide",NA,NA,"airtoxics",11,5,"Maximum",0.00539609265978958,"270370443","270370443"
"647","106-93-4","Ethylene Dibromide",NA,NA,"airtoxics",11,5,"Mean",0.000389783958319942,"270370443","270370443"
"648","106-93-4","Ethylene Dibromide",NA,NA,"airtoxics",11,5,"Minimum",0.000218303460284128,"270370443","270370443"
"649","106-99-0","1,3-Butadiene",0.059907251,0.065801271,"airtoxics",11,5,"Mean",0.0481561550474284,"270370443","270370443"
"650","106-99-0","1,3-Butadiene",0.059907251,0.065801271,"airtoxics",11,5,"Minimum",0.0156759377430622,"270370443","270370443"
"651","106-99-0","1,3-Butadiene",0.059907251,0.065801271,"airtoxics",11,5,"Maximum",0.460943836686496,"270370443","270370443"
"652","107-06-2","Ethylene Dichloride",NA,NA,"airtoxics",11,5,"Maximum",0.00980292849966263,"270370443","270370443"
"653","107-06-2","Ethylene Dichloride",NA,NA,"airtoxics",11,5,"Mean",0.00535565296466191,"270370443","270370443"
"654","107-06-2","Ethylene Dichloride",NA,NA,"airtoxics",11,5,"Minimum",0.0029842169437929,"270370443","270370443"
"655","108-05-4","Vinyl Acetate",0.643359901,0.410840592,"airtoxics",11,5,"Minimum",0.00124017149041731,"270370443","270370443"
"656","108-05-4","Vinyl Acetate",0.643359901,0.410840592,"airtoxics",11,5,"Maximum",0.00617518926164962,"270370443","270370443"
"657","108-05-4","Vinyl Acetate",0.643359901,0.410840592,"airtoxics",11,5,"Mean",0.00294106381612008,"270370443","270370443"
"658","108-67-8","1,3,5-Trimethylbenzene",NA,NA,"airtoxics",11,5,"Minimum",0.000140959684781467,"270370443","270370443"
"659","108-67-8","1,3,5-Trimethylbenzene",NA,NA,"airtoxics",11,5,"Mean",0.000368105871478369,"270370443","270370443"
"660","108-67-8","1,3,5-Trimethylbenzene",NA,NA,"airtoxics",11,5,"Maximum",0.000664290712496946,"270370443","270370443"
"661","108-88-3","Toluene",0.614341948,0.351669437,"airtoxics",11,5,"Minimum",0.862346520030737,"270370443","270370443"
"662","108-88-3","Toluene",0.614341948,0.351669437,"airtoxics",11,5,"Mean",1.72103384085587,"270370443","270370443"
"663","108-88-3","Toluene",0.614341948,0.351669437,"airtoxics",11,5,"Maximum",2.54890068714345,"270370443","270370443"
"664","108-90-7","Chlorobenzene",NA,NA,"airtoxics",11,5,"Maximum",0.022651306766788,"270370443","270370443"
"665","108-90-7","Chlorobenzene",NA,NA,"airtoxics",11,5,"Minimum",0.00249972313148274,"270370443","270370443"
"666","108-90-7","Chlorobenzene",NA,NA,"airtoxics",11,5,"Mean",0.00864188363228638,"270370443","270370443"
"667","110-54-3","N-Hexane",NA,0.892261597,"airtoxics",11,5,"Maximum",1.24532138589237,"270370443","270370443"
"668","110-54-3","N-Hexane",NA,0.892261597,"airtoxics",11,5,"Minimum",0.279768908688241,"270370443","270370443"
"669","110-54-3","N-Hexane",NA,0.892261597,"airtoxics",11,5,"Mean",0.731871711627122,"270370443","270370443"
"670","110-82-7","Cyclohexane",0.103582276,0.083640122,"airtoxics",11,5,"Mean",0.0163553267434396,"270370443","270370443"
"671","110-82-7","Cyclohexane",0.103582276,0.083640122,"airtoxics",11,5,"Minimum",0.00435927225882654,"270370443","270370443"
"672","110-82-7","Cyclohexane",0.103582276,0.083640122,"airtoxics",11,5,"Maximum",0.0559813456689006,"270370443","270370443"
"673","120-82-1","1,2,4-Trichlorobenzene",NA,NA,"airtoxics",11,5,"Maximum",0.000174894100962053,"270370443","270370443"
"674","120-82-1","1,2,4-Trichlorobenzene",NA,NA,"airtoxics",11,5,"Minimum",0.0000958480005932572,"270370443","270370443"
"675","120-82-1","1,2,4-Trichlorobenzene",NA,NA,"airtoxics",11,5,"Mean",0.000141738820129371,"270370443","270370443"
"676","127-18-4","Tetrachloroethylene",NA,NA,"airtoxics",11,5,"Minimum",0.00530027218912577,"270370443","270370443"
"677","127-18-4","Tetrachloroethylene",NA,NA,"airtoxics",11,5,"Mean",0.0395830872117936,"270370443","270370443"
"678","127-18-4","Tetrachloroethylene",NA,NA,"airtoxics",11,5,"Maximum",0.122422461250348,"270370443","270370443"
"679","1330-20-7","M/P Xylene",NA,0.488207735,"airtoxics",11,5,"Mean",0.709800258956918,"270370443","270370443"
"680","1330-20-7","M/P Xylene",NA,0.488207735,"airtoxics",11,5,"Minimum",0.246718600247851,"270370443","270370443"
"681","1330-20-7","M/P Xylene",NA,0.488207735,"airtoxics",11,5,"Maximum",1.34036979608938,"270370443","270370443"
"682","156-59-2","Cis-1,2-Dichloroethene",NA,NA,"airtoxics",11,5,"Maximum",0.00000042251720344666,"270370443","270370443"
"683","156-59-2","Cis-1,2-Dichloroethene",NA,NA,"airtoxics",11,5,"Minimum",0.000000210853819737622,"270370443","270370443"
"684","156-59-2","Cis-1,2-Dichloroethene",NA,NA,"airtoxics",11,5,"Mean",0.000000316142226823617,"270370443","270370443"
"685","1634-04-4","Methyl Tert-Butyl Ether",NA,NA,"airtoxics",11,5,"Mean",0.000118760688548808,"270370443","270370443"
"686","1634-04-4","Methyl Tert-Butyl Ether",NA,NA,"airtoxics",11,5,"Maximum",0.000503633941329795,"270370443","270370443"
"687","1634-04-4","Methyl Tert-Butyl Ether",NA,NA,"airtoxics",11,5,"Minimum",0.0000322584330114672,"270370443","270370443"
"688","50-00-0","Formaldehyde",1.786826038,0.623261276,"airtoxics",11,5,"Minimum",1.04413079253358,"270370443","270370443"
"689","50-00-0","Formaldehyde",1.786826038,0.623261276,"airtoxics",11,5,"Mean",1.34664533768449,"270370443","270370443"
"690","50-00-0","Formaldehyde",1.786826038,0.623261276,"airtoxics",11,5,"Maximum",3.97542717321929,"270370443","270370443"
"691","56-23-5","Carbon Tetrachloride",0.504801087,0.080152989,"airtoxics",11,5,"Maximum",0.540830927776611,"270370443","270370443"
"692","56-23-5","Carbon Tetrachloride",0.504801087,0.080152989,"airtoxics",11,5,"Minimum",0.54002851335304,"270370443","270370443"
"693","56-23-5","Carbon Tetrachloride",0.504801087,0.080152989,"airtoxics",11,5,"Mean",0.540116477653349,"270370443","270370443"
"694","67-64-1","Acetone",2.461719608,0.96172353,"airtoxics",11,5,"Minimum",0.0763041618169457,"270370443","270370443"
"695","67-64-1","Acetone",2.461719608,0.96172353,"airtoxics",11,5,"Maximum",0.22602523520359,"270370443","270370443"
"696","67-64-1","Acetone",2.461719608,0.96172353,"airtoxics",11,5,"Mean",0.124570462509416,"270370443","270370443"
"697","67-66-3","Chloroform",0.170050444,0.207268693,"airtoxics",11,5,"Maximum",0.0352766371164415,"270370443","270370443"
"698","67-66-3","Chloroform",0.170050444,0.207268693,"airtoxics",11,5,"Minimum",0.00546239706898143,"270370443","270370443"
"699","67-66-3","Chloroform",0.170050444,0.207268693,"airtoxics",11,5,"Mean",0.0214555560354546,"270370443","270370443"
"700","71-43-2","Benzene",0.421833191,0.154839149,"airtoxics",11,5,"Minimum",0.129964269529122,"270370443","270370443"
"701","71-43-2","Benzene",0.421833191,0.154839149,"airtoxics",11,5,"Mean",0.378327773116844,"270370443","270370443"
"702","71-43-2","Benzene",0.421833191,0.154839149,"airtoxics",11,5,"Maximum",2.13999519074658,"270370443","270370443"
"703","71-55-6","Methyl Chloroform",NA,0.064325376,"airtoxics",11,5,"Maximum",0.19387251837065,"270370443","270370443"
"704","71-55-6","Methyl Chloroform",NA,0.064325376,"airtoxics",11,5,"Minimum",0.0818363923285282,"270370443","270370443"
"705","71-55-6","Methyl Chloroform",NA,0.064325376,"airtoxics",11,5,"Mean",0.144669794616272,"270370443","270370443"
"706","74-83-9","Bromomethane",NA,NA,"airtoxics",11,5,"Maximum",0.0504692092314052,"270370443","270370443"
"707","74-83-9","Bromomethane",NA,NA,"airtoxics",11,5,"Mean",0.0367892734569563,"270370443","270370443"
"708","74-83-9","Bromomethane",NA,NA,"airtoxics",11,5,"Minimum",0.0267937800485906,"270370443","270370443"
"709","74-87-3","Chloromethane",1.06918,0.227788735,"airtoxics",11,5,"Mean",1.10022346027514,"270370443","270370443"
"710","74-87-3","Chloromethane",1.06918,0.227788735,"airtoxics",11,5,"Minimum",1.09066649913191,"270370443","270370443"
"711","74-87-3","Chloromethane",1.06918,0.227788735,"airtoxics",11,5,"Maximum",1.23144684113249,"270370443","270370443"
"712","7446-09-5","SulfurDioxide",0.343185608316639,0.829978223387155,"criteria",11,5,"Mean",2.86280607495417,"270370443","270370443"
"713","7446-09-5","SulfurDioxide",0.343185608316639,0.829978223387155,"criteria",11,5,"Minimum",1.1786340793356,"270370443","270370443"
"714","7446-09-5","SulfurDioxide",0.343185608316639,0.829978223387155,"criteria",11,5,"Maximum",10.8997612046849,"270370443","270370443"
"715","75-00-3","Chloroethane",NA,NA,"airtoxics",11,5,"Maximum",0.0194135094432266,"270370443","270370443"
"716","75-00-3","Chloroethane",NA,NA,"airtoxics",11,5,"Mean",0.00447448824516578,"270370443","270370443"
"717","75-00-3","Chloroethane",NA,NA,"airtoxics",11,5,"Minimum",0.000755415055367245,"270370443","270370443"
"718","75-01-4","Vinyl Chloride",NA,NA,"airtoxics",11,5,"Minimum",0.00138145107076492,"270370443","270370443"
"719","75-01-4","Vinyl Chloride",NA,NA,"airtoxics",11,5,"Maximum",0.0405148439819121,"270370443","270370443"
"720","75-01-4","Vinyl Chloride",NA,NA,"airtoxics",11,5,"Mean",0.00914309231988889,"270370443","270370443"
"721","75-07-0","Acetaldehyde",1.159418519,0.442714273,"airtoxics",11,5,"Mean",1.4707368054917,"270370443","270370443"
"722","75-07-0","Acetaldehyde",1.159418519,0.442714273,"airtoxics",11,5,"Minimum",1.2951631571685,"270370443","270370443"
"723","75-07-0","Acetaldehyde",1.159418519,0.442714273,"airtoxics",11,5,"Maximum",5.31984938446054,"270370443","270370443"
"724","75-09-2","Dichloromethane",0.274865559,0.108740883,"airtoxics",11,5,"Mean",0.0449537113605096,"270370443","270370443"
"725","75-09-2","Dichloromethane",0.274865559,0.108740883,"airtoxics",11,5,"Maximum",0.153237510654968,"270370443","270370443"
"726","75-09-2","Dichloromethane",0.274865559,0.108740883,"airtoxics",11,5,"Minimum",0.00856719156118935,"270370443","270370443"
"727","75-15-0","Carbon Disulfide",0.084813033,0.062773481,"airtoxics",11,5,"Mean",0.00996889343186423,"270370443","270370443"
"728","75-15-0","Carbon Disulfide",0.084813033,0.062773481,"airtoxics",11,5,"Minimum",0.00590475448531259,"270370443","270370443"
"729","75-15-0","Carbon Disulfide",0.084813033,0.062773481,"airtoxics",11,5,"Maximum",0.0215535798063477,"270370443","270370443"
"730","75-25-2","Bromoform",NA,NA,"airtoxics",11,5,"Mean",0.0100011003335131,"270370443","270370443"
"731","75-25-2","Bromoform",NA,NA,"airtoxics",11,5,"Maximum",0.0100014120250482,"270370443","270370443"
"732","75-25-2","Bromoform",NA,NA,"airtoxics",11,5,"Minimum",0.0100006063826807,"270370443","270370443"
"733","75-34-3","1,1-Dichloroethane",NA,NA,"airtoxics",11,5,"Mean",0.00427107957627015,"270370443","270370443"
"734","75-34-3","1,1-Dichloroethane",NA,NA,"airtoxics",11,5,"Maximum",0.0189761554853323,"270370443","270370443"
"735","75-34-3","1,1-Dichloroethane",NA,NA,"airtoxics",11,5,"Minimum",0.000643118473705462,"270370443","270370443"
"736","75-35-4","1,1-Dichloroethylene",NA,NA,"airtoxics",11,5,"Maximum",0.0224479536807138,"270370443","270370443"
"737","75-35-4","1,1-Dichloroethylene",NA,NA,"airtoxics",11,5,"Minimum",0.000760029212973551,"270370443","270370443"
