"","Receptor","CAS","substance","obs","obsstddev","airpollutanttype","Distance","mod","Pollutant_MNRiskS","MPCAID","site"
"244","9389","E1647635","PM2.5",9.10034352595595,5.24703700152812,"criteria",0.00175216327921,13.9408607101445,"Particulate Matter <2.5","270370470","270370470"
"245","9538","106-99-0","1,3-Butadiene",0.062782134,0.011978287,"airtoxics",0.0109988408471,0.0299561311831265,"Butadiene 1,3-","270370442","270370442"
"246","9538","108-05-4","Vinyl Acetate",0.537357926,0.264200321,"airtoxics",0.0109988408471,0.00251741031756147,"Vinyl Acetate","270370442","270370442"
"247","9538","108-88-3","Toluene",0.507178483,0.392784514,"airtoxics",0.0109988408471,1.35457879032965,"Toluene","270370442","270370442"
"248","9538","110-54-3","N-Hexane",0.303331713,0.275508775,"airtoxics",0.0109988408471,0.581444326670992,"NHexane","270370442","270370442"
"249","9538","110-82-7","Cyclohexane",0.097397112,0.098380073,"airtoxics",0.0109988408471,0.00777976354114976,"Cyclohexane","270370442","270370442"
"250","9538","50-00-0","Formaldehyde",1.8273325,2.31799125,"airtoxics",0.0109988408471,1.30858499529021,"Formaldehyde","270370442","270370442"
"251","9538","56-23-5","Carbon Tetrachloride",0.49118,0.075956691,"airtoxics",0.0109988408471,0.540115919302659,"Carbon Tetrachloride","270370442","270370442"
"252","9538","67-64-1","Acetone",2.40202,1.080439242,"airtoxics",0.0109988408471,0.102453724891718,"Acetone","270370442","270370442"
"253","9538","67-66-3","Chloroform",0.171699106,0.533554952,"airtoxics",0.0109988408471,0.0182082639932282,"Chloroform (Trichloromethane)","270370442","270370442"
"254","9538","71-43-2","Benzene",0.397534909,0.148975333,"airtoxics",0.0109988408471,0.342750820822776,"Benzene","270370442","270370442"
"255","9538","74-87-3","Chloromethane",1.091872778,0.190701207,"airtoxics",0.0109988408471,1.09421088575894,"Methyl Chloride (Chloromethane)","270370442","270370442"
"256","9538","7446-09-5","SulfurDioxide",0.0627196779146114,0.21573472757422,"criteria",0.0109988408471,2.31941513389808,"Sulfur Dioxide","270370442","270370442"
"257","9538","75-07-0","Acetaldehyde",1.355564561,0.658507265,"airtoxics",0.0109988408471,1.59209059988974,"Acetaldehyde","270370442","270370442"
"258","9538","75-09-2","Dichloromethane",0.247625,0.082987743,"airtoxics",0.0109988408471,0.0258784121958024,"Methylene Chloride","270370442","270370442"
"259","9538","75-15-0","Carbon Disulfide",0.049486645,0.025559437,"airtoxics",0.0109988408471,0.00678764860891505,"Carbon Disulfide","270370442","270370442"
"260","9538","78-93-3","Methyl Ethyl Ketone",0.718762652,0.35213825,"airtoxics",0.0109988408471,0.0918608086359549,"Methyl Ethyl Ketone (2-Butanone)","270370442","270370442"
"261","9818","106-99-0","1,3-Butadiene",0.05824249,0.030057566,"airtoxics",0.000453016586015,0.0382490310407965,"Butadiene 1,3-","270370423","270370423"
"262","9818","108-05-4","Vinyl Acetate",0.61304858,0.394164055,"airtoxics",0.000453016586015,0.00277060131787792,"Vinyl Acetate","270370423","270370423"
"263","9818","108-88-3","Toluene",0.497735388,0.315162418,"airtoxics",0.000453016586015,2.20868471259373,"Toluene","270370423","270370423"
"264","9818","110-54-3","N-Hexane",0.351473579,0.300433929,"airtoxics",0.000453016586015,0.995415378144551,"NHexane","270370423","270370423"
"265","9818","110-82-7","Cyclohexane",0.113894143,0.060508807,"airtoxics",0.000453016586015,0.0133418013316934,"Cyclohexane","270370423","270370423"
"266","9818","50-00-0","Formaldehyde",1.821123571,0.67881099,"airtoxics",0.000453016586015,1.33618621202422,"Formaldehyde","270370423","270370423"
"267","9818","56-23-5","Carbon Tetrachloride",0.495401961,0.081074741,"airtoxics",0.000453016586015,0.540190826915001,"Carbon Tetrachloride","270370423","270370423"
"268","9818","630-08-0","CarbonMonoxide",7.32311744180681,23.8013830885895,"criteria",0.000453016586015,55.2153646267998,"Carbon Monoxide","270370423","270370423"
"269","9818","67-64-1","Acetone",2.370502642,0.917426997,"airtoxics",0.000453016586015,0.130468973383694,"Acetone","270370423","270370423"
"270","9818","67-66-3","Chloroform",0.173185136,0.24350006,"airtoxics",0.000453016586015,0.0328380485352046,"Chloroform (Trichloromethane)","270370423","270370423"
"271","9818","71-43-2","Benzene",0.371125849,0.145842453,"airtoxics",0.000453016586015,0.341383751675389,"Benzene","270370423","270370423"
"272","9818","74-87-3","Chloromethane",1.226551765,0.220553179,"airtoxics",0.000453016586015,1.09881857318355,"Methyl Chloride (Chloromethane)","270370423","270370423"
"273","9818","7446-09-5","SulfurDioxide",0.807104238928773,1.15473021914294,"criteria",0.000453016586015,3.51572444645616,"Sulfur Dioxide","270370423","270370423"
"274","9818","75-07-0","Acetaldehyde",1.133640702,0.43027107,"airtoxics",0.000453016586015,1.45189078900435,"Acetaldehyde","270370423","270370423"
"275","9818","75-09-2","Dichloromethane",0.272949236,0.082597955,"airtoxics",0.000453016586015,0.0923914295545298,"Methylene Chloride","270370423","270370423"
"276","9818","75-15-0","Carbon Disulfide",0.053170556,0.027153322,"airtoxics",0.000453016586015,0.0120383554530279,"Carbon Disulfide","270370423","270370423"
"277","9818","78-93-3","Methyl Ethyl Ketone",0.762879548,0.398616471,"airtoxics",0.000453016586015,0.168441065702277,"Methyl Ethyl Ketone (2-Butanone)","270370423","270370423"
"278","9818","E17134099","NitrogenDioxide",8.56727543342326,6.1979172415926,"criteria",0.000453016586015,18.8081553003771,"NOX","270370423","270370423"
