SCC Code,Data Category Code,Short Desc,Level 1 Desc,Level 2 Desc,Level 3 Desc,Level 4 Desc,EI Sector
223006033T,ONROAD,Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Urban Local: Tire Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT),Urban Local: Tire Wear,Mobile - On-Road Diesel Light Duty Vehicles
223006029B,ONROAD,Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Urban Minor Arterial: Brake Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT),Urban Minor Arterial: Brake Wear,Mobile - On-Road Diesel Light Duty Vehicles
223006029X,ONROAD,Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Urban Minor Arterial: Exhaust,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT),Urban Minor Arterial: Exhaust,Mobile - On-Road Diesel Light Duty Vehicles
223006029T,ONROAD,Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Urban Minor Arterial: Tire Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT),Urban Minor Arterial: Tire Wear,Mobile - On-Road Diesel Light Duty Vehicles
223006025B,ONROAD,Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Urban Other Freeways & Expressways: Brake Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT),Urban Other Freeways and Expressways: Brake Wear,Mobile - On-Road Diesel Light Duty Vehicles
223006025X,ONROAD,Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Urban Other Freeways & Expressways: Exhaust,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT),Urban Other Freeways and Expressways: Exhaust,Mobile - On-Road Diesel Light Duty Vehicles
223006025T,ONROAD,Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Urban Other Freeways & Expressways: Tire Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT),Urban Other Freeways and Expressways: Tire Wear,Mobile - On-Road Diesel Light Duty Vehicles
223006027B,ONROAD,Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Urban Other Principal Arterial: Brake Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT),Urban Other Principal Arterial: Brake Wear,Mobile - On-Road Diesel Light Duty Vehicles
223006027X,ONROAD,Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Urban Other Principal Arterial: Exhaust,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT),Urban Other Principal Arterial: Exhaust,Mobile - On-Road Diesel Light Duty Vehicles
223006027T,ONROAD,Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Urban Other Principal Arterial: Tire Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT),Urban Other Principal Arterial: Tire Wear,Mobile - On-Road Diesel Light Duty Vehicles
2230001311,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Collector: Urban Time 1,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Collector: Urban Time 1,Mobile - On-Road Diesel Light Duty Vehicles
2230001312,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Collector: Urban Time 2,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Collector: Urban Time 2,Mobile - On-Road Diesel Light Duty Vehicles
2230001313,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Collector: Urban Time 3,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Collector: Urban Time 3,Mobile - On-Road Diesel Light Duty Vehicles
2230001314,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Collector: Urban Time 4,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Collector: Urban Time 4,Mobile - On-Road Diesel Light Duty Vehicles
2230001111,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Interstate: Rural Time 1,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Interstate: Rural Time 1,Mobile - On-Road Diesel Light Duty Vehicles
2230001112,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Interstate: Rural Time 2,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Interstate: Rural Time 2,Mobile - On-Road Diesel Light Duty Vehicles
2230001113,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Interstate: Rural Time 3,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Interstate: Rural Time 3,Mobile - On-Road Diesel Light Duty Vehicles
2230001114,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Interstate: Rural Time 4,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Interstate: Rural Time 4,Mobile - On-Road Diesel Light Duty Vehicles
2230001231,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Interstate: Urban Time 1,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Interstate: Urban Time 1,Mobile - On-Road Diesel Light Duty Vehicles
2230001232,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Interstate: Urban Time 2,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Interstate: Urban Time 2,Mobile - On-Road Diesel Light Duty Vehicles
2230001233,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Interstate: Urban Time 3,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Interstate: Urban Time 3,Mobile - On-Road Diesel Light Duty Vehicles
2230001234,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Interstate: Urban Time 4,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Interstate: Urban Time 4,Mobile - On-Road Diesel Light Duty Vehicles
2230001211,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Local: Rural Time 1,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Local: Rural Time 1,Mobile - On-Road Diesel Light Duty Vehicles
2230001212,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Local: Rural Time 2,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Local: Rural Time 2,Mobile - On-Road Diesel Light Duty Vehicles
2230001213,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Local: Rural Time 3,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Local: Rural Time 3,Mobile - On-Road Diesel Light Duty Vehicles
2230001214,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Local: Rural Time 4,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Local: Rural Time 4,Mobile - On-Road Diesel Light Duty Vehicles
2230001331,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Local: Urban Time 1,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Local: Urban Time 1,Mobile - On-Road Diesel Light Duty Vehicles
2230001332,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Local: Urban Time 2,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Local: Urban Time 2,Mobile - On-Road Diesel Light Duty Vehicles
2230001333,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Local: Urban Time 3,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Local: Urban Time 3,Mobile - On-Road Diesel Light Duty Vehicles
2230001334,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Local: Urban Time 4,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Local: Urban Time 4,Mobile - On-Road Diesel Light Duty Vehicles
2230001171,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Major Collector: Rural Time 1,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Major Collector: Rural Time 1,Mobile - On-Road Diesel Light Duty Vehicles
2230001172,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Major Collector: Rural Time 2,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Major Collector: Rural Time 2,Mobile - On-Road Diesel Light Duty Vehicles
2230001173,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Major Collector: Rural Time 3,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Major Collector: Rural Time 3,Mobile - On-Road Diesel Light Duty Vehicles
2230001174,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Major Collector: Rural Time 4,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Major Collector: Rural Time 4,Mobile - On-Road Diesel Light Duty Vehicles
2230001151,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Minor Arterial: Rural Time 1,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Minor Arterial: Rural Time 1,Mobile - On-Road Diesel Light Duty Vehicles
2230001152,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Minor Arterial: Rural Time 2,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Minor Arterial: Rural Time 2,Mobile - On-Road Diesel Light Duty Vehicles
2230001153,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Minor Arterial: Rural Time 3,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Minor Arterial: Rural Time 3,Mobile - On-Road Diesel Light Duty Vehicles
2230001154,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Minor Arterial: Rural Time 4,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Minor Arterial: Rural Time 4,Mobile - On-Road Diesel Light Duty Vehicles
2230001291,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Minor Arterial: Urban Time 1,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Minor Arterial: Urban Time 1,Mobile - On-Road Diesel Light Duty Vehicles
2230001292,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Minor Arterial: Urban Time 2,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Minor Arterial: Urban Time 2,Mobile - On-Road Diesel Light Duty Vehicles
2230001293,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Minor Arterial: Urban Time 3,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Minor Arterial: Urban Time 3,Mobile - On-Road Diesel Light Duty Vehicles
2230001294,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Minor Arterial: Urban Time 4,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Minor Arterial: Urban Time 4,Mobile - On-Road Diesel Light Duty Vehicles
2230001191,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Minor Collector: Rural Time 1,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Minor Collector: Rural Time 1,Mobile - On-Road Diesel Light Duty Vehicles
2230001192,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Minor Collector: Rural Time 2,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Minor Collector: Rural Time 2,Mobile - On-Road Diesel Light Duty Vehicles
2230001193,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Minor Collector: Rural Time 3,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Minor Collector: Rural Time 3,Mobile - On-Road Diesel Light Duty Vehicles
2230001194,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Minor Collector: Rural Time 4,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Minor Collector: Rural Time 4,Mobile - On-Road Diesel Light Duty Vehicles
2230001251,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Other Freeways & Expressways: Urban Time 1,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Other Freeways and Expressways: Urban Time 1,Mobile - On-Road Diesel Light Duty Vehicles
2230001252,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Other Freeways & Expressways: Urban Time 2,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Other Freeways and Expressways: Urban Time 2,Mobile - On-Road Diesel Light Duty Vehicles
2230001253,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Other Freeways & Expressways: Urban Time 3,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Other Freeways and Expressways: Urban Time 3,Mobile - On-Road Diesel Light Duty Vehicles
2230001254,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Other Freeways & Expressways: Urban Time 4,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Other Freeways and Expressways: Urban Time 4,Mobile - On-Road Diesel Light Duty Vehicles
2230001131,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Other Principal Arterial: Rural Time 1,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Other Principal Arterial: Rural Time 1,Mobile - On-Road Diesel Light Duty Vehicles
2230001132,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Other Principal Arterial: Rural Time 2,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Other Principal Arterial: Rural Time 2,Mobile - On-Road Diesel Light Duty Vehicles
2230001133,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Other Principal Arterial: Rural Time 3,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Other Principal Arterial: Rural Time 3,Mobile - On-Road Diesel Light Duty Vehicles
2230001134,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Other Principal Arterial: Rural Time 4,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Other Principal Arterial: Rural Time 4,Mobile - On-Road Diesel Light Duty Vehicles
2230001271,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Other Principal Arterial: Urban Time 1,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Other Principal Arterial: Urban Time 1,Mobile - On-Road Diesel Light Duty Vehicles
2230001272,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Other Principal Arterial: Urban Time 2,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Other Principal Arterial: Urban Time 2,Mobile - On-Road Diesel Light Duty Vehicles
2230001273,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Other Principal Arterial: Urban Time 3,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Other Principal Arterial: Urban Time 3,Mobile - On-Road Diesel Light Duty Vehicles
2230001274,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Other Principal Arterial: Urban Time 4,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Other Principal Arterial: Urban Time 4,Mobile - On-Road Diesel Light Duty Vehicles
2230001350,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Parking Area: Rural,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Parking Area: Rural,Mobile - On-Road Diesel Light Duty Vehicles
2230001370,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Parking Area: Urban,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Parking Area: Urban,Mobile - On-Road Diesel Light Duty Vehicles
223000111B,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Interstate: Brake Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Rural Interstate: Brake Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000111X,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Interstate: Exhaust,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Rural Interstate: Exhaust,Mobile - On-Road Diesel Light Duty Vehicles
223000111T,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Interstate: Tire Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Rural Interstate: Tire Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000121B,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Local: Brake Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Rural Local: Brake Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000121X,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Local: Exhaust,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Rural Local: Exhaust,Mobile - On-Road Diesel Light Duty Vehicles
223000121T,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Local: Tire Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Rural Local: Tire Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000117B,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Major Collector: Brake Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Rural Major Collector: Brake Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000117X,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Major Collector: Exhaust,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Rural Major Collector: Exhaust,Mobile - On-Road Diesel Light Duty Vehicles
223000117T,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Major Collector: Tire Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Rural Major Collector: Tire Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000115B,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Minor Arterial: Brake Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Rural Minor Arterial: Brake Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000115X,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Minor Arterial: Exhaust,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Rural Minor Arterial: Exhaust,Mobile - On-Road Diesel Light Duty Vehicles
223000115T,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Minor Arterial: Tire Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Rural Minor Arterial: Tire Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000119B,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Minor Collector: Brake Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Rural Minor Collector: Brake Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000119X,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Minor Collector: Exhaust,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Rural Minor Collector: Exhaust,Mobile - On-Road Diesel Light Duty Vehicles
223000119T,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Minor Collector: Tire Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Rural Minor Collector: Tire Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000113B,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Other Principal Arterial: Brake Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Rural Other Principal Arterial: Brake Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000113X,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Other Principal Arterial: Exhaust,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Rural Other Principal Arterial: Exhaust,Mobile - On-Road Diesel Light Duty Vehicles
223000113T,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Other Principal Arterial: Tire Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Rural Other Principal Arterial: Tire Wear,Mobile - On-Road Diesel Light Duty Vehicles
2230001000,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Total: All Road Types,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Total: All Road Types,Mobile - On-Road Diesel Light Duty Vehicles
223000131B,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Collector: Brake Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Urban Collector: Brake Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000131X,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Collector: Exhaust,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Urban Collector: Exhaust,Mobile - On-Road Diesel Light Duty Vehicles
223000131T,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Collector: Tire Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Urban Collector: Tire Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000123B,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Interstate: Brake Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Urban Interstate: Brake Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000123X,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Interstate: Exhaust,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Urban Interstate: Exhaust,Mobile - On-Road Diesel Light Duty Vehicles
223000123T,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Interstate: Tire Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Urban Interstate: Tire Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000133B,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Local: Brake Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Urban Local: Brake Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000133X,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Local: Exhaust,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Urban Local: Exhaust,Mobile - On-Road Diesel Light Duty Vehicles
223000133T,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Local: Tire Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Urban Local: Tire Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000129B,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Minor Arterial: Brake Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Urban Minor Arterial: Brake Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000129X,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Minor Arterial: Exhaust,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Urban Minor Arterial: Exhaust,Mobile - On-Road Diesel Light Duty Vehicles
223000129T,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Minor Arterial: Tire Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Urban Minor Arterial: Tire Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000125B,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Other Freeways & Expressways: Brake Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Urban Other Freeways and Expressways: Brake Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000125X,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Other Freeways & Expressways: Exhaust,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Urban Other Freeways and Expressways: Exhaust,Mobile - On-Road Diesel Light Duty Vehicles
223000125T,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Other Freeways & Expressways: Tire Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Urban Other Freeways and Expressways: Tire Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000127B,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Other Principal Arterial: Brake Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Urban Other Principal Arterial: Brake Wear,Mobile - On-Road Diesel Light Duty Vehicles
223000127X,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Other Principal Arterial: Exhaust,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Urban Other Principal Arterial: Exhaust,Mobile - On-Road Diesel Light Duty Vehicles
223000127T,ONROAD,Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Other Principal Arterial: Tire Wear,Mobile Sources,Highway Vehicles - Diesel,Light Duty Diesel Vehicles (LDDV),Urban Other Principal Arterial: Tire Wear,Mobile - On-Road Diesel Light Duty Vehicles
2202540080,ONROAD,Highway Veh - Diesel - Motor Home All except refueling,Mobile Sources,Highway Veh - Diesel,Motor Home,All except refueling,Mobile - On-Road Diesel Heavy Duty Vehicles
2202110080,ONROAD,Highway Veh - Diesel - Motorcycle All except refueling,Mobile Sources,Highway Veh - Diesel,Motorcycle,All except refueling,Mobile - On-Road Diesel Light Duty Vehicles
2202210080,ONROAD,Highway Veh - Diesel - Passenger Car All except refueling,Mobile Sources,Highway Veh - Diesel,Passenger Car,All except refueling,Mobile - On-Road Diesel Light Duty Vehicles
2202310080,ONROAD,Highway Veh - Diesel - Passenger Truck All except refueling,Mobile Sources,Highway Veh - Diesel,Passenger Truck,All except refueling,Mobile - On-Road Diesel Light Duty Vehicles
