SCC Code,Data Category Code,Short Desc,Level 1 Desc,Level 2 Desc,Level 3 Desc,Level 4 Desc,EI Sector
40703623,POINT,"Organic Chem Storage - Fixed Roof Tanks - Xylenes, Mixed: Breathing Loss",Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Aromatics,"Xylenes, Mixed: Breathing Loss",Industrial Processes - Storage and Transfer
40703624,POINT,"Organic Chem Storage - Fixed Roof Tanks - Xylenes, Mixed: Working Loss",Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Aromatics,"Xylenes, Mixed: Working Loss",Industrial Processes - Storage and Transfer
40703625,POINT,Organic Chem Storage - Fixed Roof Tanks - Creosote: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Aromatics,Creosote: Breathing Loss,Industrial Processes - Storage and Transfer
40703626,POINT,Organic Chem Storage - Fixed Roof Tanks - Creosote: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Aromatics,Creosote: Working Loss,Industrial Processes - Storage and Transfer
40703697,POINT,Organic Chem Storage - Fixed Roof Tanks - Specify Aromatic: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Aromatics,Specify Aromatic: Breathing Loss,Industrial Processes - Storage and Transfer
40703698,POINT,Organic Chem Storage - Fixed Roof Tanks - Specify Aromatic: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Aromatics,Specify Aromatic: Working Loss,Industrial Processes - Storage and Transfer
40704001,POINT,Organic Chem Storage - Fixed Roof Tanks - Acetic Acid: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Carboxylic Acids,Acetic Acid: Breathing Loss,Industrial Processes - Storage and Transfer
40704002,POINT,Organic Chem Storage - Fixed Roof Tanks - Acetic Acid: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Carboxylic Acids,Acetic Acid: Working Loss,Industrial Processes - Storage and Transfer
40704003,POINT,Organic Chem Storage - Fixed Roof Tanks - Acrylic Acid: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Carboxylic Acids,Acrylic Acid: Breathing Loss,Industrial Processes - Storage and Transfer
40704004,POINT,Organic Chem Storage - Fixed Roof Tanks - Acrylic Acid: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Carboxylic Acids,Acrylic Acid: Working Loss,Industrial Processes - Storage and Transfer
40704005,POINT,Organic Chem Storage - Fixed Roof Tanks - Adipic Acid (Soln): Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Carboxylic Acids,Adipic Acid (Soln): Breathing Loss,Industrial Processes - Storage and Transfer
40704006,POINT,Organic Chem Storage - Fixed Roof Tanks - Adipic Acid (Soln): Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Carboxylic Acids,Adipic Acid (Soln): Working Loss,Industrial Processes - Storage and Transfer
40704007,POINT,Organic Chem Storage - Fixed Roof Tanks - Formic Acid: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Carboxylic Acids,Formic Acid: Breathing Loss,Industrial Processes - Storage and Transfer
40704008,POINT,Organic Chem Storage - Fixed Roof Tanks - Formic Acid: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Carboxylic Acids,Formic Acid: Working Loss,Industrial Processes - Storage and Transfer
40704009,POINT,Organic Chem Storage - Fixed Roof Tanks - Propionic Acid: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Carboxylic Acids,Propionic Acid: Breathing Loss,Industrial Processes - Storage and Transfer
40715404,POINT,Organic Chem Storage - Floating Roof Tanks - AMaleic Anhydride: Withdrawal Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Floating Roof Tanks - Acid Anhydrides,Maleic Anhydride: Withdrawal Loss,Industrial Processes - Storage and Transfer
40715405,POINT,Organic Chem Storage - Floating Roof Tanks - Phthalic Anhydride: Standing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Floating Roof Tanks - Acid Anhydrides,Phthalic Anhydride: Standing Loss,Industrial Processes - Storage and Transfer
40715406,POINT,Organic Chem Storage - Floating Roof Tanks - Phthalic Anhydride: Withdrawal Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Floating Roof Tanks - Acid Anhydrides,Phthalic Anhydride: Withdrawal Loss,Industrial Processes - Storage and Transfer
40715801,POINT,Organic Chem Storage - Floating Roof Tanks - Methanol: Standing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Floating Roof Tanks - Alcohols,Methanol: Standing Loss,Industrial Processes - Storage and Transfer
40706097,POINT,Organic Chem Storage - Fixed Roof Tanks - Specify Halogenated Organic: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Halogenated Organics,Specify Halogenated Organic: Breathing Loss,Industrial Processes - Storage and Transfer
40706098,POINT,Organic Chem Storage - Fixed Roof Tanks - Specify Halogenated Organic: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Halogenated Organics,Specify Halogenated Organic: Working Loss,Industrial Processes - Storage and Transfer
40706401,POINT,Organic Chem Storage - Fixed Roof Tanks - Isocyanates /MDI: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Isocyanates,MDI: Breathing Loss,Industrial Processes - Storage and Transfer
40706402,POINT,Organic Chem Storage - Fixed Roof Tanks - Isocyanates /MDI: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Isocyanates,MDI: Working Loss,Industrial Processes - Storage and Transfer
40706403,POINT,Organic Chem Storage - Fixed Roof Tanks - Isocyanates /TDI: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Isocyanates,TDI: Breathing Loss,Industrial Processes - Storage and Transfer
40706404,POINT,Organic Chem Storage - Fixed Roof Tanks - Isocyanates /TDI: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Isocyanates,TDI: Working Loss,Industrial Processes - Storage and Transfer
40706497,POINT,Organic Chem Storage - Fixed Roof Tanks - Specify Isocyanate: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Isocyanates,Specify Isocyanate: Breathing Loss,Industrial Processes - Storage and Transfer
40706498,POINT,Organic Chem Storage - Fixed Roof Tanks - Specify Isocyanate: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Isocyanates,Specify Isocyanate: Working Loss,Industrial Processes - Storage and Transfer
40706801,POINT,Organic Chem Storage - Fixed Roof Tanks - Cyclohexanone: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Ketones,Cyclohexanone: Breathing Loss,Industrial Processes - Storage and Transfer
40722022,POINT,Organic Chem Storage - Floating Roof Tanks - Perchloroethylene: Withdrawal Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Floating Roof Tanks - Halogenated Organics,Perchloroethylene: Withdrawal Loss,Industrial Processes - Storage and Transfer
40722029,POINT,Organic Chem Storage - Floating Roof Tanks - Chlorosolve: Standing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Floating Roof Tanks - Halogenated Organics,Chlorosolve: Standing Loss,Industrial Processes - Storage and Transfer
40722030,POINT,Organic Chem Storage - Floating Roof Tanks - Chlorosolve: Withdrawal Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Floating Roof Tanks - Halogenated Organics,Chlorosolve: Withdrawal Loss,Industrial Processes - Storage and Transfer
40722031,POINT,Organic Chem Storage - Floating Roof Tanks - Methyl Chloride: Standing loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Floating Roof Tanks - Halogenated Organics,Methyl Chloride: Standing loss,Industrial Processes - Storage and Transfer
40706021,POINT,Organic Chem Storage - Fixed Roof Tanks - Perchloroethylene: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Halogenated Organics,Perchloroethylene: Breathing Loss,Industrial Processes - Storage and Transfer
40706022,POINT,Organic Chem Storage - Fixed Roof Tanks - Perchloroethylene: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Halogenated Organics,Perchloroethylene: Working Loss,Industrial Processes - Storage and Transfer
40706023,POINT,Organic Chem Storage - Fixed Roof Tanks - Trichloroethylene: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Halogenated Organics,Trichloroethylene: Breathing Loss,Industrial Processes - Storage and Transfer
40706024,POINT,Organic Chem Storage - Fixed Roof Tanks - Trichloroethylene: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Halogenated Organics,Trichloroethylene: Working Loss,Industrial Processes - Storage and Transfer
40706027,POINT,"Organic Chem Storage - Fixed Roof Tanks - 1,1,1-Trichloroethane: Breathing Loss",Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Halogenated Organics,"1,1,1-Trichloroethane: Breathing Loss",Industrial Processes - Storage and Transfer
40706028,POINT,"Organic Chem Storage - Fixed Roof Tanks - 1,1,1-Trichloroethane: Working Loss",Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Halogenated Organics,"1,1,1-Trichloroethane: Working Loss",Industrial Processes - Storage and Transfer
40706029,POINT,Organic Chem Storage - Fixed Roof Tanks - Chlorosolve: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Halogenated Organics,Chlorosolve: Breathing Loss,Industrial Processes - Storage and Transfer
40706030,POINT,Organic Chem Storage - Fixed Roof Tanks - Chlorosolve: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Halogenated Organics,Chlorosolve: Working Loss,Industrial Processes - Storage and Transfer
40706031,POINT,Organic Chem Storage - Fixed Roof Tanks - Methyl Chloride: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Halogenated Organics,Methyl Chloride: Breathing Loss,Industrial Processes - Storage and Transfer
40706032,POINT,Organic Chem Storage - Fixed Roof Tanks - Methyl Chloride: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Halogenated Organics,Methyl Chloride: Working Loss,Industrial Processes - Storage and Transfer
40706033,POINT,Organic Chem Storage - Fixed Roof Tanks - Chloroform: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Halogenated Organics,Chloroform: Breathing Loss,Industrial Processes - Storage and Transfer
40706034,POINT,Organic Chem Storage - Fixed Roof Tanks - Chloroform: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Halogenated Organics,Chloroform: Working Loss,Industrial Processes - Storage and Transfer
40706035,POINT,Organic Chem Storage - Fixed Roof Tanks - Hexachlorobenzene: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Halogenated Organics,Hexachlorobenzene: Breathing Loss,Industrial Processes - Storage and Transfer
40706036,POINT,Organic Chem Storage - Fixed Roof Tanks - Hexachlorobenzene: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Halogenated Organics,Hexachlorobenzene: Working Loss,Industrial Processes - Storage and Transfer
40708001,POINT,Organic Chem Storage - Fixed Roof Tanks - Nitrobenzene: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Nitro Compounds,Nitrobenzene: Breathing Loss,Industrial Processes - Storage and Transfer
40708002,POINT,Organic Chem Storage - Fixed Roof Tanks - Nitrobenzene: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Nitro Compounds,Nitrobenzene: Working Loss,Industrial Processes - Storage and Transfer
40708097,POINT,Organic Chem Storage - Fixed Roof Tanks - Specify Nitro Compound in Comments: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Nitro Compounds,Specify in Comments: Breathing Loss,Industrial Processes - Storage and Transfer
40708098,POINT,Organic Chem Storage - Fixed Roof Tanks - Specify Nitro Compound in Comments: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Nitro Compounds,Specify in Comments: Working Loss,Industrial Processes - Storage and Transfer
40708401,POINT,Organic Chem Storage - Fixed Roof Tanks - Nonylphenol: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Phenols,Nonylphenol: Breathing Loss,Industrial Processes - Storage and Transfer
40708402,POINT,Organic Chem Storage - Fixed Roof Tanks - Nonylphenol: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Phenols,Nonylphenol: Working Loss,Industrial Processes - Storage and Transfer
40708403,POINT,Organic Chem Storage - Fixed Roof Tanks - Phenol: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Phenols,Phenol: Breathing Loss,Industrial Processes - Storage and Transfer
40708404,POINT,Organic Chem Storage - Fixed Roof Tanks - Phenol: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Phenols,Phenol: Working Loss,Industrial Processes - Storage and Transfer
40708405,POINT,"Organic Chem Storage - Fixed Roof Tanks - 2,4-Dichlorophenol: Breathing Loss",Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Phenols,"2,4-Dichlorophenol: Breathing Loss",Industrial Processes - Storage and Transfer
40708406,POINT,"Organic Chem Storage - Fixed Roof Tanks - 2,4-Dichlorophenol: Working Loss",Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Phenols,"2,4-Dichlorophenol: Working Loss",Industrial Processes - Storage and Transfer
40708497,POINT,Organic Chem Storage - Fixed Roof Tanks - Specify Phenol: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Phenols,Specify Phenol: Breathing Loss,Industrial Processes - Storage and Transfer
40708498,POINT,Organic Chem Storage - Fixed Roof Tanks - Specify Phenol: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Phenols,Specify Phenol: Working Loss,Industrial Processes - Storage and Transfer
40714601,POINT,Organic Chem Storage - Fixed Roof Tanks - Carbon Disulfide: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Miscellaneous,Carbon Disulfide: Breathing Loss,Industrial Processes - Storage and Transfer
40722032,POINT,Organic Chem Storage - Floating Roof Tanks - Methyl Chloride: Withdrawal Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Floating Roof Tanks - Halogenated Organics,Methyl Chloride: Withdrawal Loss,Industrial Processes - Storage and Transfer
40722033,POINT,Organic Chem Storage - Floating Roof Tanks - Chlorobenzene: Standing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Floating Roof Tanks - Halogenated Organics,Chlorobenzene: Standing Loss,Industrial Processes - Storage and Transfer
40722034,POINT,Organic Chem Storage - Floating Roof Tanks - Chlorobenzene: Withdrawal Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Floating Roof Tanks - Halogenated Organics,Chlorobenzene: Withdrawal Loss,Industrial Processes - Storage and Transfer
40722035,POINT,Organic Chem Storage - Floating Roof Tanks - Hexachlorobenzene: Standing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Floating Roof Tanks - Halogenated Organics,Hexachlorobenzene: Standing Loss,Industrial Processes - Storage and Transfer
40722036,POINT,Organic Chem Storage - Floating Roof Tanks - Hexachlorobenzene: Withdrawal Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Floating Roof Tanks - Halogenated Organics,Hexachlorobenzene: Withdrawal Loss,Industrial Processes - Storage and Transfer
40722097,POINT,Organic Chem Storage - Floating Roof Tanks - Specify Halogenated VOC: Standing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Floating Roof Tanks - Halogenated Organics,Specify Halogenated VOC: Standing Loss,Industrial Processes - Storage and Transfer
40722098,POINT,Organic Chem Storage - Floating Roof Tanks - Specify Halogenated VOC: Withdrawal Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Floating Roof Tanks - Halogenated Organics,Specify Halogenated VOC: Withdrawal Loss,Industrial Processes - Storage and Transfer
40722801,POINT,Organic Chem Storage - Floating Roof Tanks - Acetone: Standing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Floating Roof Tanks - Ketones,Acetone: Standing Loss,Industrial Processes - Storage and Transfer
40704420,POINT,Organic Chem Storage - Fixed Roof Tanks - Vinyl Acetate: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Esters,Vinyl Acetate: Working Loss,Industrial Processes - Storage and Transfer
40704421,POINT,Organic Chem Storage - Fixed Roof Tanks - n-Propyl Acetate: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Esters,n-Propyl Acetate: Breathing Loss,Industrial Processes - Storage and Transfer
40704422,POINT,Organic Chem Storage - Fixed Roof Tanks - n-Propyl Acetate: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Esters,n-Propyl Acetate: Working Loss,Industrial Processes - Storage and Transfer
40704423,POINT,Organic Chem Storage - Fixed Roof Tanks - i-Butyl-i-Butyrate: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Esters,i-Butyl-i-Butyrate: Breathing Loss,Industrial Processes - Storage and Transfer
40704424,POINT,Organic Chem Storage - Fixed Roof Tanks - i-Butyl-i-Butyrate: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Esters,i-Butyl-i-Butyrate: Working Loss,Industrial Processes - Storage and Transfer
40704425,POINT,Organic Chem Storage - Fixed Roof Tanks - Acrylic Esters: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Esters,Acrylic Esters: Breathing Loss,Industrial Processes - Storage and Transfer
40704426,POINT,Organic Chem Storage - Fixed Roof Tanks - Acrylic Esters: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Esters,Acrylic Esters: Working Loss,Industrial Processes - Storage and Transfer
40704497,POINT,Organic Chem Storage - Fixed Roof Tanks - Specify Ester: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Esters,Specify Ester: Breathing Loss,Industrial Processes - Storage and Transfer
40704498,POINT,Organic Chem Storage - Fixed Roof Tanks - Specify Ester: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Esters,Specify Ester: Working Loss,Industrial Processes - Storage and Transfer
40704801,POINT,Organic Chem Storage - Fixed Roof Tanks - Methyl-tert-Butyl Ether: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Ethers,Methyl-tert-Butyl Ether: Breathing Loss,Industrial Processes - Storage and Transfer
40704802,POINT,Organic Chem Storage - Fixed Roof Tanks - Methyl-tert-Butyl Ether: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Ethers,Methyl-tert-Butyl Ether: Working Loss,Industrial Processes - Storage and Transfer
40704805,POINT,"Organic Chem Storage - Fixed Roof Tanks - 1,4-Dioxane: Breathing Loss",Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Ethers,"1,4-Dioxane: Breathing Loss",Industrial Processes - Storage and Transfer
40704806,POINT,"Organic Chem Storage - Fixed Roof Tanks - 1,4-Dioxane: Working Loss",Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Ethers,"1,4-Dioxane: Working Loss",Industrial Processes - Storage and Transfer
40704897,POINT,Organic Chem Storage - Fixed Roof Tanks - Specify Ether: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Ethers,Specify Ether: Breathing Loss,Industrial Processes - Storage and Transfer
40704898,POINT,Organic Chem Storage - Fixed Roof Tanks - Specify Ether: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Ethers,Specify Ether: Working Loss,Industrial Processes - Storage and Transfer
40705201,POINT,Organic Chem Storage - Fixed Roof Tanks - Butyl Carbitol: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycol Ethers,Butyl Carbitol: Breathing Loss,Industrial Processes - Storage and Transfer
40705202,POINT,Organic Chem Storage - Fixed Roof Tanks - Butyl Carbitol: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycol Ethers,Butyl Carbitol: Working Loss,Industrial Processes - Storage and Transfer
40705203,POINT,Organic Chem Storage - Fixed Roof Tanks - Butyl Cellosolve: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycol Ethers,Butyl Cellosolve: Breathing Loss,Industrial Processes - Storage and Transfer
40705204,POINT,Organic Chem Storage - Fixed Roof Tanks - Butyl Cellosolve: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycol Ethers,Butyl Cellosolve: Working Loss,Industrial Processes - Storage and Transfer
40705205,POINT,Organic Chem Storage - Fixed Roof Tanks - Carbitol: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycol Ethers,Carbitol: Breathing Loss,Industrial Processes - Storage and Transfer
40705206,POINT,Organic Chem Storage - Fixed Roof Tanks - Carbitol: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycol Ethers,Carbitol: Working Loss,Industrial Processes - Storage and Transfer
40705207,POINT,Organic Chem Storage - Fixed Roof Tanks - Cellosolve: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycol Ethers,Cellosolve: Breathing Loss,Industrial Processes - Storage and Transfer
40705208,POINT,Organic Chem Storage - Fixed Roof Tanks - Cellosolve: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycol Ethers,Cellosolve: Working Loss,Industrial Processes - Storage and Transfer
40705209,POINT,Organic Chem Storage - Fixed Roof Tanks - Diethylene Glycol: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycol Ethers,Diethylene Glycol: Breathing Loss,Industrial Processes - Storage and Transfer
40705210,POINT,Organic Chem Storage - Fixed Roof Tanks - Diethylene Glycol: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycol Ethers,Diethylene Glycol: Working Loss,Industrial Processes - Storage and Transfer
40705211,POINT,Organic Chem Storage - Fixed Roof Tanks - Methyl Carbitol: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycol Ethers,Methyl Carbitol: Breathing Loss,Industrial Processes - Storage and Transfer
40705212,POINT,Organic Chem Storage - Fixed Roof Tanks - Methyl Carbitol: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycol Ethers,Methyl Carbitol: Working Loss,Industrial Processes - Storage and Transfer
40705213,POINT,Organic Chem Storage - Fixed Roof Tanks - Methyl Cellosolve: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycol Ethers,Methyl Cellosolve: Breathing Loss,Industrial Processes - Storage and Transfer
40705214,POINT,Organic Chem Storage - Fixed Roof Tanks - Methyl Cellosolve: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycol Ethers,Methyl Cellosolve: Working Loss,Industrial Processes - Storage and Transfer
40705215,POINT,Organic Chem Storage - Fixed Roof Tanks - Polyethylene Glycol: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycol Ethers,Polyethylene Glycol: Breathing Loss,Industrial Processes - Storage and Transfer
40705216,POINT,Organic Chem Storage - Fixed Roof Tanks - Polyethylene Glycol: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycol Ethers,Polyethylene Glycol: Working Loss,Industrial Processes - Storage and Transfer
40705217,POINT,Organic Chem Storage - Fixed Roof Tanks - Triethylene Glycol: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycol Ethers,Triethylene Glycol: Breathing Loss,Industrial Processes - Storage and Transfer
40705218,POINT,Organic Chem Storage - Fixed Roof Tanks - Triethylene Glycol: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycol Ethers,Triethylene Glycol: Working Loss,Industrial Processes - Storage and Transfer
40705297,POINT,Organic Chem Storage - Fixed Roof Tanks - Specify Glycol Ether: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycol Ethers,Specify Glycol Ether: Breathing Loss,Industrial Processes - Storage and Transfer
40705298,POINT,Organic Chem Storage - Fixed Roof Tanks - Specify Glycol Ether: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycol Ethers,Specify Glycol Ether: Working Loss,Industrial Processes - Storage and Transfer
40705601,POINT,"Organic Chem Storage - Fixed Roof Tanks - 1,4-Butanediol: Breathing Loss",Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycols,"1,4-Butanediol: Breathing Loss",Industrial Processes - Storage and Transfer
40705602,POINT,"Organic Chem Storage - Fixed Roof Tanks - 1,4-Butanediol: Working Loss",Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycols,"1,4-Butanediol: Working Loss",Industrial Processes - Storage and Transfer
40705603,POINT,Organic Chem Storage - Fixed Roof Tanks - Ethylene Glycol: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycols,Ethylene Glycol: Breathing Loss,Industrial Processes - Storage and Transfer
40705604,POINT,Organic Chem Storage - Fixed Roof Tanks - Ethylene Glycol: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycols,Ethylene Glycol: Working Loss,Industrial Processes - Storage and Transfer
40705605,POINT,Organic Chem Storage - Fixed Roof Tanks - Dipropylene Glycol: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycols,Dipropylene Glycol: Breathing Loss,Industrial Processes - Storage and Transfer
40705606,POINT,Organic Chem Storage - Fixed Roof Tanks - Dipropylene Glycol: Working Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycols,Dipropylene Glycol: Working Loss,Industrial Processes - Storage and Transfer
40705607,POINT,Organic Chem Storage - Fixed Roof Tanks - Glycerol: Breathing Loss,Petroleum and Solvent Evaporation,Organic Chemical Storage,Fixed Roof Tanks - Glycols,Glycerol: Breathing Loss,Industrial Processes - Storage and Transfer
